mr_new,pseudo_mr,text,da,entity,num_hops,num_triples,pred,da_acc,LM_prob,PPL,pseudo_bleu,BBLEU
Mila Kunis awards received MTV Movie Award for Best Villain. Mila Kunis place of birth Chernivtsi. Mila Kunis spouse Ashton Kutcher. Mila Kunis gender female. Mila Kunis cast member of Family Guy. Mila Kunis occupation actor. Mila Kunis domain actor.,," Mila Kunis is a female actor born in Chernivtsi, who has won an MTV Movie Award for Best Villain. She is married to Ashton Kutcher and is best known for her role in Family Guy.",inform,movie actors,1,7,inform,1,0.05978925146,16.72541428,3.607375466,0.8449103
Chris Hemsworth awards received Member of the Order of Australia. Chris Hemsworth rating moderately rated. Chris Hemsworth height taller. Chris Hemsworth domain actor.,,Chris Hemsworth is a moderately rated actor who is taller than average and was awarded the Member of the Order of Australia.,inform,movie actors,1,4,give_opinion,0,0.01634671926,61.17435455,3.644667089,0.7974879
Rita Hayworth rating lower rated. Rita Hayworth gender female. Rita Hayworth occupation television actor. Rita Hayworth date of birth 1918. Rita Hayworth cast member of Circus World. Rita Hayworth place of birth New York City. Rita Hayworth domain actor.,,Rita Hayworth is a lower rated female television actor born in New York City in 1918. She was part of the cast of Circus World.,inform,movie actors,1,7,inform,1,0.0173480197,57.64346695,6.798898172,0.82842
Lee Byung-hun awards received Blue Dragon Film Award for Best Actor. Lee Byung-hun rating highly rated. Lee Byung-hun date of birth 1970. Lee Byung-hun spouse Lee Min-jung. Lee Byung-hun occupation model. Lee Byung-hun cast member of Mr. Sunshine. Lee Byung-hun place of birth Seoul. Lee Byung-hun domain actor.,," Lee Byung-hun is a highly rated actor, model, and spouse of Lee Min-jung born in Seoul in 1970. He won a Blue Dragon Film Award for Best Actor and was part of the cast of Mr. Sunshine.",inform,movie actors,1,9,inform,1,0.03194402387,31.30475998,4.27829957,0.84194815
Niecy Nash rating highly rated. Niecy Nash domain actor.,,Niecy Nash is a highly rated actor.,inform,movie actors,1,2,give_opinion,0,0.005100048054,196.0765839,11.04479557,0.8859821
Liam Neeson awards received Volpi Cup for Best Actor. Liam Neeson cast member of Star Wars: Episode I – The Phantom Menace. Liam Neeson place of birth Ballymena. Liam Neeson date of birth 1952. Liam Neeson height taller. Liam Neeson rating highly rated. Liam Neeson gender male. Liam Neeson domain actor.,," Liam Neeson is a highly rated male actor of taller than average height, born in Ballymena in 1952. He has won the Volpi Cup for Best Actor and is best known for his role in Star Wars: Episode I – The Phantom Menace.",inform,movie actors,1,8,inform,1,0.05343404398,18.71466064,14.35944409,0.8569833
Madonna place of birth Bay City. Madonna height average. Madonna domain actor.,,Madonna is an actor of average height from Bay City.,inform,movie actors,1,3,give_opinion,0,0.002720343191,367.6006775,8.295193507,0.81594557
Liam Neeson place of birth Ballymena. Liam Neeson height taller. Liam Neeson rating highly rated. Liam Neeson spouse Natasha Richardson. Liam Neeson domain actor.,,Liam Neeson is a highly rated actor from Ballymena who is taller than average. He was married to Natasha Richardson.,inform,movie actors,1,5,give_opinion,0,0.02954388672,33.84794998,5.165604006,0.86433446
Sophia Loren height taller. Sophia Loren cast member of Today and Tomorrow. Sophia Loren domain actor.,,Sophia Loren is a tall actor best known for her role in Today and Tomorrow.,inform,movie actors,1,3,inform,1,0.01331171993,75.12177277,5.412989187,0.74013954
Madonna date of birth 1958. Madonna gender female. Madonna spouse Guy Ritchie. Madonna rating top rated. Madonna domain actor.,,Madonna is a top rated female actor born in 1958 and married to Guy Ritchie.,inform,movie actors,1,5,inform,1,0.008486428138,117.8352051,5.816635421,0.8738322
George Clooney awards received Saturn Award for the Best Actor. George Clooney cast member of and Good Luck.. George Clooney gender male. George Clooney height taller. George Clooney place of birth Lexington. George Clooney rating top rated. George Clooney occupation film producer. George Clooney domain actor.,,George Clooney is a top rated male actor and film producer born in Lexington. He is taller than average and is best known for his role in Good Luck and has won a Saturn Award for Best Actor.,inform,movie actors,1,9,inform,1,0.02572444956,38.87352371,3.090153259,0.80286336
Lena Dunham domain actor.,,Lena Dunham is an actor.,inform,movie actors,1,1,inform,1,0.005129106568,194.9657288,16.23339577,0.8727587
Bea Arthur occupation activist. Bea Arthur rating highly rated. Bea Arthur date of birth 1922. Bea Arthur gender female. Bea Arthur cast member of All in the Family. Bea Arthur domain actor.,,Bea Arthur is a highly rated female actor and activist born in 1922. She was a cast member of All in the Family.,inform,movie actors,1,6,inform,1,0.01951154885,51.25169754,3.333744983,0.6880933
Marilyn Monroe spouse James Dougherty. Marilyn Monroe occupation model. Marilyn Monroe domain actor.,," Marilyn Monroe was a model and actress, married to James Dougherty.",inform,movie actors,1,3,give_opinion,0,0.01678388551,59.58095932,8.737167852,0.8156284
Natalie Portman gender female. Natalie Portman awards received Golden Globe Award. Natalie Portman cast member of Léon: The Professional. Natalie Portman place of birth Jerusalem. Natalie Portman rating highly rated. Natalie Portman spouse Benjamin Millepied. Natalie Portman occupation model. Natalie Portman domain actor.,," Natalie Portman is a highly rated female actor, model, and spouse of Benjamin Millepied. She was born in Jerusalem and has received a Golden Globe Award. She is best known for her role in Léon: The Professional.",inform,movie actors,1,8,inform,1,0.03420952972,29.23162079,3.172414419,0.77662045
Dwayne Johnson spouse Lauren Hashian. Dwayne Johnson rating moderately rated. Dwayne Johnson height taller. Dwayne Johnson cast member of Red Notice. Dwayne Johnson date of birth 1972. Dwayne Johnson place of birth Hayward. Dwayne Johnson gender male. Dwayne Johnson domain actor.,," Dwayne Johnson is a moderately rated male actor born in Hayward in 1972. He is taller than average, married to Lauren Hashian, and is best known for his role in Red Notice.",inform,movie actors,1,8,inform,1,0.01291243401,77.44473267,3.209459977,0.8018181
Yukio Mishima gender male. Yukio Mishima awards received Kishida Theatre Award. Yukio Mishima date of birth 1925. Yukio Mishima cast member of Patriotism. Yukio Mishima spouse Yōko Hiraoka. Yukio Mishima domain actor.,,Yukio Mishima was a male actor born in 1925. He won a Kishida Theatre Award and was part of the cast of Patriotism. He was married to Yōko Hiraoka.,inform,movie actors,1,6,inform,1,0.02988467773,33.46196365,3.630906651,0.8030539
Sophia Loren gender female. Sophia Loren cast member of Yesterday. Sophia Loren spouse Carlo Ponti. Sophia Loren date of birth 1934. Sophia Loren place of birth Rome. Sophia Loren occupation actor. Sophia Loren awards received Volpi Cup for Best Actress. Sophia Loren domain actor.,,Sophia Loren is a female actor born in Rome in 1934. She was part of the cast of Yesterday and is married to Carlo Ponti. She won a Volpi Cup for Best Actress.,inform,movie actors,1,8,inform,1,0.01957461006,51.086586,3.448789189,0.7908787
Kajol height shorter. Kajol cast member of Gupt: The Hidden Truth. Kajol domain actor.,,Kajol is a shorter actor best known for her role in Gupt: The Hidden Truth.,inform,movie actors,1,3,inform,1,0.006158709114,162.3716888,9.147827112,0.7270984
Ronald Reagan spouse Nancy Reagan. Ronald Reagan place of birth Tampico. Ronald Reagan cast member of Tear down this wall!. Ronald Reagan gender male. Ronald Reagan date of birth 1911. Ronald Reagan awards received World War II Victory Medal. Ronald Reagan domain actor.,," Ronald Reagan was a male actor born in 1911 in Tampico. He is married to Nancy Reagan and was part of the cast of the iconic speech ""Tear down this wall!"". He has received the World War II Victory Medal.",inform,movie actors,1,7,inform,1,0.02438323831,41.01177979,2.753104905,0.8090625
Ian Holm rating highly rated. Ian Holm gender male. Ian Holm place of birth Goodmayes. Ian Holm height shorter. Ian Holm occupation television actor. Ian Holm date of birth 1931. Ian Holm spouse Penelope Wilton. Ian Holm domain actor.,," Ian Holm is a highly rated male television actor, born in 1931 in Goodmayes. He is married to Penelope Wilton and is known for his shorter stature.",inform,movie actors,1,8,inform,1,0.01736663343,57.58168411,3.8860873,0.86179733
Arnold Schwarzenegger gender male. Arnold Schwarzenegger cast member of Terminator: Dark Fate. Arnold Schwarzenegger rating top rated. Arnold Schwarzenegger place of birth Thal. Arnold Schwarzenegger height taller. Arnold Schwarzenegger domain actor.,,Arnold Schwarzenegger is a top rated male actor from Thal who is taller than average. He is known for his role in Terminator: Dark Fate.,inform,movie actors,1,6,inform,1,0.01167770108,85.63329315,3.993638176,0.79825485
Jada Pinkett Smith place of birth Baltimore. Jada Pinkett Smith domain actor.,,Jada Pinkett Smith is an actor born in Baltimore.,inform,movie actors,1,2,inform,1,0.02765293324,36.16252899,16.78445963,0.87903976
Bruce Lee rating moderately rated. Bruce Lee awards received star on Hollywood Walk of Fame. Bruce Lee date of birth 1940. Bruce Lee cast member of The Game of Death. Bruce Lee occupation film director. Bruce Lee height shorter. Bruce Lee spouse Linda Lee Cadwell. Bruce Lee domain actor.,," Bruce Lee is a moderately rated film director and actor born in 1940. He was part of the cast of The Game of Death, and was known for his shorter stature. He was married to Linda Lee Cadwell, and was the recipient of a star on the Hollywood Walk of Fame.",inform,movie actors,1,8,inform,1,0.04332797541,23.07977676,3.780184872,0.7645218
Jackie Chan date of birth 1954. Jackie Chan height shorter. Jackie Chan rating highly rated. Jackie Chan place of birth Victoria Peak. Jackie Chan spouse Lin Feng-jiao. Jackie Chan awards received Golden Horse Award for Best Leading Actor. Jackie Chan occupation screenwriter. Jackie Chan domain actor.,," Jackie Chan is a highly rated actor, screenwriter and spouse of Lin Feng-jiao, born in 1954 in Victoria Peak. He is known for his shorter stature and has won a Golden Horse Award for Best Leading Actor.",inform,movie actors,1,8,inform,1,0.0170070843,58.79902649,3.787210879,0.86286193
Michael Jackson cast member of Thriller. Michael Jackson domain actor.,,Michael Jackson was a cast member of Thriller.,inform,movie actors,1,2,inform,1,0.01159786847,86.22274017,9.535414041,0.6650134
George Clooney cast member of Where Art Thou?. George Clooney spouse Amal Clooney. George Clooney occupation film director. George Clooney date of birth 1961. George Clooney rating top rated. George Clooney domain actor.,," George Clooney is a top rated film director born in 1961. He is best known for his role in Where Art Thou?, and is married to Amal Clooney.",inform,movie actors,1,6,suggest,0,0.04882561147,20.48105431,10.10538575,0.8617002
Patty Duke rating highly rated. Patty Duke cast member of The Miracle Worker. Patty Duke awards received Theatre World Award. Patty Duke height shorter. Patty Duke occupation health activist. Patty Duke date of birth 1946. Patty Duke domain actor.,," Patty Duke is a highly rated actor, health activist, and cast member of The Miracle Worker, born in 1946. She has won a Theatre World Award and is known for her shorter height.",inform,movie actors,1,7,inform,1,0.01594755625,62.70553207,2.437143144,0.7181338
Tom Hanks spouse Rita Wilson. Tom Hanks date of birth 1956. Tom Hanks occupation television presenter. Tom Hanks height shorter. Tom Hanks awards received Presidential Medal of Freedom. Tom Hanks place of birth Concord. Tom Hanks domain actor.,," Tom Hanks is a shorter television presenter, born in 1956 in Concord. He is married to Rita Wilson and has received the Presidential Medal of Freedom.",inform,movie actors,1,7,inform,1,0.02088068734,47.8911438,4.185874727,0.8399871
Traci Lords cast member of Traci Lords: Underneath It All. Traci Lords occupation erotic photography model. Traci Lords domain actor.,,Traci Lords is an actor and erotic photography model who was part of the cast of Traci Lords: Underneath It All.,inform,movie actors,1,3,inform,1,0.01734123739,57.66601181,12.25914996,0.72409356
Traci Lords awards received Penthouse Pet. Traci Lords occupation model. Traci Lords spouse Brook Yeaton. Traci Lords domain actor.,,Traci Lords is a model who has won the Penthouse Pet award. She is married to Brook Yeaton.,inform,movie actors,1,4,inform,1,0.01130212808,88.47891235,5.415315254,0.6954981
Arnold Schwarzenegger awards received MTV Movie Award for Best Male Performance. Arnold Schwarzenegger cast member of Terminator Genisys. Arnold Schwarzenegger domain actor.,,Arnold Schwarzenegger is an actor best known for his role in Terminator Genisys and has won an MTV Movie Award for Best Male Performance.,inform,movie actors,1,3,inform,1,0.06825687696,14.65053844,5.217592867,0.82918835
Tom Hardy height shorter. Tom Hardy spouse Charlotte Riley. Tom Hardy occupation screenwriter. Tom Hardy domain actor.,,Tom Hardy is a shorter screenwriter and actor who is married to Charlotte Riley.,inform,movie actors,1,4,inform,1,0.01151721911,86.8265152,7.432998185,0.77934223
"Donnie Yen gender male. Donnie Yen awards received ""Asias Most Influential Hong Kong"". Donnie Yen rating highly rated. Donnie Yen domain actor.",," Donnie Yen is a highly rated male actor who has been awarded ""Asias Most Influential Hong Kong"".",inform,movie actors,1,4,give_opinion,0,0.007413933616,134.8811646,21.31456897,0.91071343
Pamela Adlon rating lower rated. Pamela Adlon spouse Felix O. Adlon. Pamela Adlon height shorter. Pamela Adlon date of birth 1966. Pamela Adlon cast member of Grease 2. Pamela Adlon domain actor.,," Pamela Adlon is a lower rated actor, born in 1966, who is shorter than average. She is married to Felix O. Adlon and was a cast member in Grease 2.",inform,movie actors,1,7,inform,1,0.02182866896,45.81131363,8.17041821,0.78117186
Natalie Portman gender female. Natalie Portman height average. Natalie Portman spouse Benjamin Millepied. Natalie Portman date of birth 1981. Natalie Portman domain actor.,,Natalie Portman is a female actor of average height born in 1981. She is married to Benjamin Millepied.,inform,movie actors,1,5,inform,1,0.01666511656,60.0055809,5.725998732,0.8575182
Tom Hanks gender male. Tom Hanks spouse Rita Wilson. Tom Hanks domain actor.,,Tom Hanks is a male actor married to Rita Wilson.,inform,movie actors,1,3,inform,1,0.01368149155,73.09144592,10.60031338,0.8701559
Ian Holm cast member of Chariots of Fire. Ian Holm date of birth 1931. Ian Holm place of birth Goodmayes. Ian Holm domain actor.,,Ian Holm is an actor born in 1931 from Goodmayes. He is best known for his role in Chariots of Fire.,inform,movie actors,1,4,inform,1,0.03260921757,30.66617584,3.916449665,0.7235078
Farrah Fawcett awards received Miniseries and Specials. Farrah Fawcett domain actor.,,Farrah Fawcett is an actor who won a Miniseries and Specials award.,inform,movie actors,1,2,inform,1,0.0205191515,48.73495865,6.837203339,0.87498885
Patty Duke awards received Theatre World Award. Patty Duke date of birth 1946. Patty Duke rating highly rated. Patty Duke domain actor.,,Patty Duke is a highly rated actor born in 1946. She has won a Theatre World Award.,inform,movie actors,1,4,inform,1,0.009517767972,105.0666504,4.814971807,0.7792559
Teri Hatcher height taller. Teri Hatcher date of birth 1964. Teri Hatcher awards received Golden Globe Award for Best Actress – Television Series Musical or Comedy. Teri Hatcher cast member of Desperate Housewives. Teri Hatcher rating highly rated. Teri Hatcher domain actor.,,Teri Hatcher is a highly rated actor born in 1964 who is taller than average. She won a Golden Globe Award for Best Actress – Television Series Musical or Comedy and is best known for her role in Desperate Housewives.,inform,movie actors,1,6,inform,1,0.03794803483,26.35182571,13.61847746,0.8792313
Taika Waititi occupation screenwriter. Taika Waititi height taller. Taika Waititi rating moderately rated. Taika Waititi place of birth Raukokore. Taika Waititi spouse Chelsea Winstanley. Taika Waititi domain actor.,,Taika Waititi is a moderately rated actor and screenwriter who is taller than average. He was born in Raukokore and is married to Chelsea Winstanley.,inform,movie actors,1,6,inform,1,0.01935282781,51.67203522,4.150547731,0.82723176
Yukio Mishima spouse Yōko Hiraoka. Yukio Mishima date of birth 1925. Yukio Mishima domain actor.,,Yukio Mishima was an actor born in 1925 and married to Yōko Hiraoka.,inform,movie actors,1,3,inform,1,0.0212750054,47.00351334,8.493098745,0.8961478
Rekhā awards received Filmfare Award for Best Supporting Actress. Rekhā rating top rated. Rekhā occupation playback singer. Rekhā gender female. Rekhā domain actor.,,Rekhā is a top rated female playback singer who won a Filmfare Award for Best Supporting Actress.,inform,movie actors,1,5,inform,1,0.004597707923,217.4996796,5.108099333,0.8725461
Pamela Adlon occupation television producer. Pamela Adlon place of birth Albany. Pamela Adlon domain actor.,,Pamela Adlon is a television producer born in Albany.,inform,movie actors,1,3,inform,1,0.00571439832,174.9965515,9.287529,0.8938066
Niecy Nash awards received star on Hollywood Walk of Fame. Niecy Nash rating highly rated. Niecy Nash gender female. Niecy Nash spouse Jessica Betts. Niecy Nash domain actor.,," Niecy Nash is a highly rated female actor, who received a star on the Hollywood Walk of Fame. She is married to Jessica Betts.",inform,movie actors,1,5,inform,1,0.03176999331,31.47624207,4.807547002,0.8656499
Dwayne Johnson cast member of Moana. Dwayne Johnson domain actor.,,Dwayne Johnson is an actor best known for his role in Moana.,inform,movie actors,1,2,inform,1,0.04865991897,20.5507946,6.178110636,0.66887903
Zachary Levi occupation film director. Zachary Levi cast member of Shazam!. Zachary Levi place of birth Lake Charles. Zachary Levi date of birth 1980. Zachary Levi awards received Theatre World Award. Zachary Levi domain actor.,,Zachary Levi is an actor and film director born in 1980 in Lake Charles. He has been a cast member of Shazam! and has won a Theatre World Award.,inform,movie actors,1,6,inform,1,0.03033712065,32.96291733,3.773564529,0.6795663
James Cromwell awards received Primetime Emmy Award for Outstanding Supporting Actor in a Miniseries or a Movie. James Cromwell spouse Julie Cobb. James Cromwell occupation actor. James Cromwell place of birth Los Angeles. James Cromwell height taller. James Cromwell gender male. James Cromwell cast member of Six Feet Under. James Cromwell domain actor.,," James Cromwell is a male actor from Los Angeles who is taller than average. He has won a Primetime Emmy Award for Outstanding Supporting Actor in a Miniseries or a Movie, is married to Julie Cobb, and is best known for his role in Six Feet Under.",inform,movie actors,1,8,inform,1,0.0651453923,15.35027981,5.049772086,0.84201866
Candace Cameron Bure height shorter. Candace Cameron Bure occupation actor. Candace Cameron Bure cast member of Fuller House. Candace Cameron Bure date of birth 1976. Candace Cameron Bure domain actor.,," Candace Cameron Bure is a shorter actor born in 1976, best known for her role in Fuller House.",inform,movie actors,1,5,inform,1,0.01479786161,67.57733154,7.658412276,0.77216154
Bruce Lee rating moderately rated. Bruce Lee awards received star on Hollywood Walk of Fame. Bruce Lee domain actor.,,Bruce Lee is a moderately rated actor who has been awarded a star on Hollywood Walk of Fame.,inform,movie actors,1,3,give_opinion,0,0.02136974956,46.79512024,5.725998732,0.86794317
Christina Ricci gender female. Christina Ricci occupation spokesperson. Christina Ricci domain actor.,,Christina Ricci is a female actor and spokesperson.,inform,movie actors,1,3,inform,1,0.005714228915,175.0017395,9.535414041,0.798567
David Tennant rating moderately rated. David Tennant awards received Daytime Emmy Award. David Tennant place of birth Bathgate. David Tennant gender male. David Tennant cast member of Doctor Who. David Tennant spouse Georgia Tennant. David Tennant date of birth 1971. David Tennant domain actor.,,David Tennant is a moderately rated male actor born in 1971 in Bathgate. He won a Daytime Emmy Award and is best known for his role in Doctor Who. He is married to Georgia Tennant.,inform,movie actors,1,8,inform,1,0.02855881295,35.01546097,3.152612155,0.8245931
Rekhā gender female. Rekhā rating top rated. Rekhā date of birth 1954. Rekhā height taller. Rekhā spouse Vinod Mehra. Rekhā occupation film actor. Rekhā cast member of Kama Sutra: A Tale of Love. Rekhā domain actor.,," Rekhā is a top rated female film actor, born in 1954. She is taller than average, married to Vinod Mehra, and is best known for her role in Kama Sutra: A Tale of Love.",inform,movie actors,1,8,inform,1,0.0248228767,40.28541946,7.349664483,0.7896792
Phil Collins occupation jazz musician. Phil Collins cast member of A Groovy Kind of Love. Phil Collins date of birth 1951. Phil Collins spouse Andrea Bertorelli. Phil Collins place of birth Chiswick. Phil Collins gender male. Phil Collins awards received Johnny Mercer Award. Phil Collins domain actor.,,Phil Collins is a male jazz musician born in 1951 in Chiswick. He was part of the cast of A Groovy Kind of Love and is married to Andrea Bertorelli. He received the Johnny Mercer Award.,inform,movie actors,1,8,inform,1,0.01892559368,52.83850098,3.616015948,0.8383053
Jenna Jameson height taller. Jenna Jameson awards received Playboy Cyber Girl of the Week. Jenna Jameson domain actor.,,Jenna Jameson is a taller than average actor who was awarded Playboy Cyber Girl of the Week.,inform,movie actors,1,3,give_opinion,0,0.006590134387,151.7419739,6.074588071,0.8162104
Dwayne Johnson awards received Teen Choice Awards. Dwayne Johnson spouse Lauren Hashian. Dwayne Johnson cast member of Moana. Dwayne Johnson date of birth 1972. Dwayne Johnson domain actor.,," Dwayne Johnson is an actor born in 1972, who won Teen Choice Awards. He was a cast member of Moana and is married to Lauren Hashian.",inform,movie actors,1,5,inform,1,0.01839673891,54.35746002,4.027629651,0.7806675
Anne Hathaway awards received Academy Award for Best Supporting Actress. Anne Hathaway height taller. Anne Hathaway cast member of The Devil Wears Prada. Anne Hathaway place of birth New York City. Anne Hathaway occupation television actor. Anne Hathaway rating moderately rated. Anne Hathaway domain actor.,,Anne Hathaway is a moderately rated television actor from New York City who is taller than average. She has won an Academy Award for Best Supporting Actress and is best known for her role in The Devil Wears Prada.,inform,movie actors,1,7,inform,1,0.08268991416,12.0933733,5.663201173,0.83300114
Johnny Cash height taller. Johnny Cash date of birth 1932. Johnny Cash gender male. Johnny Cash awards received Grammy Legend Award. Johnny Cash place of birth Kingsland. Johnny Cash cast member of At Folsom Prison. Johnny Cash domain actor.,," Johnny Cash was a male actor, born in 1932 in Kingsland, who was taller than average. He won a Grammy Legend Award and was part of the cast of ""At Folsom Prison"".",inform,movie actors,1,7,inform,1,0.02197659772,45.50294876,2.550799654,0.76193666
Michael Jackson spouse Debbie Rowe. Michael Jackson awards received Grammy Award for Best Male R&B Vocal Performance. Michael Jackson domain actor.,,Michael Jackson was an actor married to Debbie Rowe and won a Grammy Award for Best Male R&B Vocal Performance.,inform,movie actors,1,3,inform,1,0.02399398466,41.67711258,25.67840481,0.83452624
Ronald Reagan height taller. Ronald Reagan cast member of Tear down this wall!. Ronald Reagan gender male. Ronald Reagan occupation lifeguard. Ronald Reagan place of birth Tampico. Ronald Reagan awards received Presidential Medal of Freedom. Ronald Reagan spouse Nancy Reagan. Ronald Reagan domain actor.,," Ronald Reagan is a taller-than-average male actor, lifeguard and former president. He was born in Tampico and was part of the cast of ""Tear Down This Wall!"". He was married to Nancy Reagan and received the Presidential Medal of Freedom.",inform,movie actors,1,8,inform,1,0.03552103326,28.15233421,6.952160343,0.7425813
Pamela Adlon spouse Felix O. Adlon. Pamela Adlon domain actor.,,Pamela Adlon is an actor who is married to Felix O. Adlon.,inform,movie actors,1,3,inform,1,0.01926354477,51.91152573,21.14214171,0.87221086
Jennifer Connelly height taller. Jennifer Connelly cast member of Labyrinth. Jennifer Connelly occupation singer. Jennifer Connelly rating moderately rated. Jennifer Connelly gender female. Jennifer Connelly domain actor.,,Jennifer Connelly is a moderately rated female actor and singer who is taller than average. She is best known for her role in Labyrinth.,inform,movie actors,1,6,inform,1,0.0248931181,40.1717453,2.889161996,0.6627626
Niecy Nash rating highly rated. Niecy Nash occupation voice actor. Niecy Nash domain actor.,,Niecy Nash is a highly rated voice actor.,inform,movie actors,1,3,inform,1,0.006816412935,146.7047272,9.535414041,0.91920066
Heather Locklear rating lower rated. Heather Locklear occupation television actor. Heather Locklear gender female. Heather Locklear date of birth 1961. Heather Locklear awards received Golden Raspberry Award for Worst Actress. Heather Locklear spouse Tommy Lee. Heather Locklear cast member of Dynasty. Heather Locklear domain actor.,,Heather Locklear is a lower rated female television actor born in 1961. She has won a Golden Raspberry Award for Worst Actress and was part of the cast of Dynasty. She is married to Tommy Lee.,inform,movie actors,1,8,inform,1,0.01836400855,54.45434189,3.511091978,0.84209377
Ken Watanabe cast member of The Last Samurai. Ken Watanabe domain actor.,,Ken Watanabe is an actor best known for his role in The Last Samurai.,inform,movie actors,1,2,inform,1,0.05619533745,17.79507065,5.816635421,0.81308955
"Mila Kunis spouse Ashton Kutcher. Mila Kunis awards received MTV Movie Award for Best Villain. Mila Kunis place of birth Chernivtsi. Mila Kunis rating moderately rated. Mila Kunis cast member of ""That 70s Show"". Mila Kunis gender female. Mila Kunis occupation model. Mila Kunis domain actor.",," Mila Kunis is a moderately rated female model and actor, born in Chernivtsi. She is married to Ashton Kutcher and is best known for her role in ""That 70s Show"" for which she received a MTV Movie Award for Best Villain.",inform,movie actors,1,8,inform,1,0.04963636718,20.14651871,3.719995774,0.8510746
Natalie Portman cast member of Léon: The Professional. Natalie Portman height average. Natalie Portman date of birth 1981. Natalie Portman awards received Saturn Award. Natalie Portman gender female. Natalie Portman rating highly rated. Natalie Portman domain actor.,,Natalie Portman is a highly rated female actor born in 1981 who is of average height. She is best known for her role in Léon: The Professional and won a Saturn Award.,inform,movie actors,1,7,inform,1,0.02997146043,33.36507416,3.158092042,0.7427136
Bruce Lee date of birth 1940. Bruce Lee domain actor.,,Bruce Lee was an actor born in 1940.,inform,movie actors,1,2,inform,1,0.00984245701,101.600647,10.55267032,0.8212833
Candice Bergen gender female. Candice Bergen spouse Louis Malle. Candice Bergen domain actor.,,Candice Bergen is a female actor and is married to Louis Malle.,inform,movie actors,1,3,inform,1,0.01644600555,60.80503845,8.737167852,0.8919529
Arnold Schwarzenegger place of birth Thal. Arnold Schwarzenegger rating top rated. Arnold Schwarzenegger spouse Maria Shriver. Arnold Schwarzenegger domain actor.,,Arnold Schwarzenegger is a top rated actor born in Thal. He is married to Maria Shriver.,inform,movie actors,1,4,inform,1,0.015498675,64.52164459,6.423094863,0.85898864
Teri Hatcher awards received Golden Globe Award for Best Actress – Television Series Musical or Comedy. Teri Hatcher cast member of Desperate Housewives. Teri Hatcher occupation activist. Teri Hatcher date of birth 1964. Teri Hatcher rating highly rated. Teri Hatcher domain actor.,,Teri Hatcher is a highly rated activist and actor born in 1964. She has won a Golden Globe Award for Best Actress – Television Series Musical or Comedy and was part of the cast of Desperate Housewives.,inform,movie actors,1,6,inform,1,0.03446354616,29.01616669,14.70888951,0.854253
Michael Jackson date of birth 1958. Michael Jackson rating top rated. Michael Jackson gender male. Michael Jackson spouse Debbie Rowe. Michael Jackson domain actor.,,Michael Jackson was a top rated male actor born in 1958. He was married to Debbie Rowe.,inform,movie actors,1,5,give_opinion,0,0.01217273787,82.15078735,6.054506513,0.8575129
Dwayne Johnson occupation voice actor. Dwayne Johnson cast member of Fast & Furious 6. Dwayne Johnson date of birth 1972. Dwayne Johnson place of birth Hayward. Dwayne Johnson awards received star on Hollywood Walk of Fame. Dwayne Johnson gender male. Dwayne Johnson domain actor.,,Dwayne Johnson is a male voice actor born in 1972 in Hayward. He was part of the cast of Fast & Furious 6 and has received a star on the Hollywood Walk of Fame.,inform,movie actors,1,7,inform,1,0.0515458353,19.40020943,3.81671264,0.8501896
Rita Hayworth occupation film producer. Rita Hayworth awards received star on Hollywood Walk of Fame. Rita Hayworth gender female. Rita Hayworth cast member of The Lady from Shanghai. Rita Hayworth height taller. Rita Hayworth rating lower rated. Rita Hayworth domain actor.,,Rita Hayworth is a female film producer and actor of taller height. She is lower rated and has a star on the Hollywood Walk of Fame. She is best known for her role in The Lady from Shanghai.,inform,movie actors,1,7,inform,1,0.03757528308,26.61323929,2.677962495,0.79141057
Niecy Nash occupation model. Niecy Nash gender female. Niecy Nash place of birth Palmdale. Niecy Nash domain actor.,,Niecy Nash is a female model from Palmdale.,inform,movie actors,1,4,inform,1,0.007438721579,134.4317017,10.55267032,0.9188751
Rekhā awards received Padma Shri in arts. Rekhā spouse Vinod Mehra. Rekhā rating top rated. Rekhā cast member of Khoon Bhari Maang. Rekhā occupation musician. Rekhā domain actor.,," Rekhā is a top rated musician, actor, and spouse of Vinod Mehra. She has received a Padma Shri in arts and is best known for her role in Khoon Bhari Maang.",inform,movie actors,1,6,give_opinion,0,0.01172146602,85.31356049,2.655628278,0.71216583
James Cromwell place of birth Los Angeles. James Cromwell spouse Julie Cobb. James Cromwell height taller. James Cromwell domain actor.,,James Cromwell is an actor from Los Angeles who is taller than average. He is married to Julie Cobb.,inform,movie actors,1,4,inform,1,0.02149540251,46.52157593,6.291102779,0.7963879
Brad Garrett gender male. Brad Garrett domain actor.,,Brad Garrett is a male actor.,inform,movie actors,1,2,inform,1,0.002429105559,411.6741638,13.13454947,0.86869484
Rekhā place of birth Chennai. Rekhā spouse Vinod Mehra. Rekhā gender female. Rekhā occupation politician. Rekhā awards received IIFA Lifetime Achievement Award. Rekhā domain actor.,," Rekhā is a female actor, politician and spouse of Vinod Mehra, born in Chennai. She has won the IIFA Lifetime Achievement Award.",inform,movie actors,1,6,inform,1,0.008056460624,124.1239853,4.52178289,0.7649375
