mr,mr_new,pseudo_mr,text,da,entity,num_hops,num_triples
"inform(name[Brightside], genres[indie rock], record label[Island Records], publication year[2003], rating[excellent])",Mr. Brightside genres indie rock. Mr. Brightside record label Island Records. Mr. Brightside publication year 2003. Mr. Brightside rating excellent. Mr. Brightside domain songs.,Mr. Brightside Indie Rock Island Records 2003 Excellent,Mr. Brightside is an excellent indie rock song released 2003 by Island Records.,inform,songs,1,5
"inform(name[Que Calor], genres[Latin music], rating[excellent], publication year[2019], from album[Music Is the Weapon])",Que Calor genres Latin music. Que Calor rating excellent. Que Calor publication year 2019. Que Calor from album Music Is the Weapon. Que Calor domain songs.,Que Calor Latin Music Excellent 2019 Music Is The Weapon," Que Calor is an excellent Latin music song from 2019, featured in the album Music Is the Weapon.",inform,songs,1,5
"inform(name[Dog Eat Dog], genres[new wave], performer[Adam and the Ants], producer[Chris Hughes], rating[good])",Dog Eat Dog genres new wave. Dog Eat Dog performer Adam and the Ants. Dog Eat Dog producer Chris Hughes. Dog Eat Dog rating good. Dog Eat Dog domain songs.,Dog Eat Dog New Wave Adam And The Ants Chris Hughes Good," Dog Eat Dog is a good new wave song by Adam and the Ants, produced by Chris Hughes.",inform,songs,1,5
"inform(name[Seven Nation Army], genres[garage rock], record label[XL Recordings], from album[Elephant], producer[Jack White])",Seven Nation Army genres garage rock. Seven Nation Army record label XL Recordings. Seven Nation Army from album Elephant. Seven Nation Army producer Jack White. Seven Nation Army domain songs.,Seven Nation Army Garage Rock Xl Recordings Elephant Jack White," Seven Nation Army is a garage rock song produced by Jack White, released by XL Recordings on the album Elephant.",inform,songs,1,5
"inform(name[Wild], genres[synth-pop], rating[excellent], publication year[2015], record label[Universal Music Australia])",Wild genres synth-pop. Wild rating excellent. Wild publication year 2015. Wild record label Universal Music Australia. Wild domain songs.,Wild Synth-Pop Excellent 2015 Universal Music Australia,Wild is an excellent synth-pop song released in 2015 by Universal Music Australia.,inform,songs,1,5
"inform(name[Marilyn Monroe], genres[funk], record label[Columbia Records], producer[Pharrell Williams], publication year[2014])",Marilyn Monroe genres funk. Marilyn Monroe record label Columbia Records. Marilyn Monroe producer Pharrell Williams. Marilyn Monroe publication year 2014. Marilyn Monroe domain songs.,Marilyn Monroe Funk Columbia Records Pharrell Williams 2014," Marilyn Monroe is a funk song released 2014 by Columbia Records, produced by Pharrell Williams.",inform,songs,1,5
"inform(name[Kings of the Wild Frontier], genres[post-punk], producer[Chris Hughes], rating[good], record label[Sony Music])",Kings of the Wild Frontier genres post-punk. Kings of the Wild Frontier producer Chris Hughes. Kings of the Wild Frontier rating good. Kings of the Wild Frontier record label Sony Music. Kings of the Wild Frontier domain songs.,Kings Of The Wild Frontier Post-Punk Chris Hughes Good Sony Music," Kings of the Wild Frontier is a post-punk song produced by Chris Hughes and released by Sony Music, rated as good.",inform,songs,1,5
"inform(name[Paint It Black], genres[rock music], performer[The Rolling Stones], from album[Aftermath], producer[Andrew Loog Oldham])",Paint It Black genres rock music. Paint It Black performer The Rolling Stones. Paint It Black from album Aftermath. Paint It Black producer Andrew Loog Oldham. Paint It Black domain songs.,Paint It Black Rock Music The Rolling Stones Aftermath Andrew Loog Oldham," Paint It Black by The Rolling Stones is a rock song from their album Aftermath, produced by Andrew Loog Oldham.",inform,songs,1,5
"inform(name[Bitter Sweet Symphony], genres[alternative rock], producer[Youth], publication year[1997], performer[The Verve])",Bitter Sweet Symphony genres alternative rock. Bitter Sweet Symphony producer Youth. Bitter Sweet Symphony publication year 1997. Bitter Sweet Symphony performer The Verve. Bitter Sweet Symphony domain songs.,Bitter Sweet Symphony Alternative Rock Youth 1997 The Verve,Bitter Sweet Symphony by The Verve is an alternative rock song from 1997 produced by Youth.,inform,songs,1,5
"inform(name[As It Was], genres[synth-pop], publication year[2022], record label[Columbia Records], performer[Harry Styles])",As It Was genres synth-pop. As It Was publication year 2022. As It Was record label Columbia Records. As It Was performer Harry Styles. As It Was domain songs.,As It Was Synth-Pop 2022 Columbia Records Harry Styles,As It Was is a synth-pop song released 2022 by Columbia Records and performed by Harry Styles.,inform,songs,1,5
"inform(name[We Are the World], genres[gospel music], record label[Columbia Records], performer[USA for Africa], producer[Quincy Jones])",We Are the World genres gospel music. We Are the World record label Columbia Records. We Are the World performer USA for Africa. We Are the World producer Quincy Jones. We Are the World domain songs.,We Are The World Gospel Music Columbia Records Usa For Africa Quincy Jones," We Are the World by USA for Africa is a gospel song released by Columbia Records, produced by Quincy Jones.",inform,songs,1,5
"inform(name[Habibi], genres[dancehall], publication year[2014], from album[N/A], performer[Faydee, Mohombi])","Habibi genres dancehall. Habibi publication year 2014. Habibi from album N/A. Habibi performer Faydee, Mohombi. Habibi domain songs.","Habibi Dancehall 2014 N/A Faydee, Mohombi"," Habibi is a dancehall song by Faydee and Mohombi, released in 2014.",inform,songs,1,5
"inform(name[Y.M.C.A.], genres[disco], performer[Village People], rating[excellent], producer[Jacques Morali])",Y.M.C.A. genres disco. Y.M.C.A. performer Village People. Y.M.C.A. rating excellent. Y.M.C.A. producer Jacques Morali. Y.M.C.A. domain songs.,Y.M.C.A. Disco Village People Excellent Jacques Morali,Y.M.C.A. by Village People is an excellent disco song produced by Jacques Morali.,inform,songs,1,5
"inform(name[Black Barbies], genres[hip hop music], publication year[2016], performer[Nicki Minaj], rating[excellent])",Black Barbies genres hip hop music. Black Barbies publication year 2016. Black Barbies performer Nicki Minaj. Black Barbies rating excellent. Black Barbies domain songs.,Black Barbies Hip Hop Music 2016 Nicki Minaj Excellent,Black Barbies by Nicki Minaj is an excellent hip hop song from 2016.,inform,songs,1,5
"inform(name[Bitter Sweet Symphony], genres[alternative rock], performer[The Verve], producer[Youth], record label[Hut Records])",Bitter Sweet Symphony genres alternative rock. Bitter Sweet Symphony performer The Verve. Bitter Sweet Symphony producer Youth. Bitter Sweet Symphony record label Hut Records. Bitter Sweet Symphony domain songs.,Bitter Sweet Symphony Alternative Rock The Verve Youth Hut Records," Bitter Sweet Symphony by The Verve is an alternative rock song produced by Youth, released by Hut Records.",inform,songs,1,5
"inform(name[Style], genres[funk], rating[excellent], from album[1989], performer[Taylor Swift])",Style genres funk. Style rating excellent. Style from album 1989. Style performer Taylor Swift. Style domain songs.,Style Funk Excellent 1989 Taylor Swift,Style is an excellent funk song by Taylor Swift from her 1989 album.,inform,songs,1,5
"inform(name[Wild], genres[synth-pop], from album[Blue Neighbourhood], rating[excellent], performer[Troye Sivan])",Wild genres synth-pop. Wild from album Blue Neighbourhood. Wild rating excellent. Wild performer Troye Sivan. Wild domain songs.,Wild Synth-Pop Blue Neighbourhood Excellent Troye Sivan," Wild, an excellent synth-pop song by Troye Sivan, is from his 2015 album Blue Neighbourhood.",inform,songs,1,5
"inform(name[Habibi], genres[reggaeton], record label[Sony Music], from album[N/A], producer[Costi Ioniță])",Habibi genres reggaeton. Habibi record label Sony Music. Habibi from album N/A. Habibi producer Costi Ioniță. Habibi domain songs.,Habibi Reggaeton Sony Music N/A Costi Ioniță,Habibi is a reggaeton song produced by Costi Ioniță and released by Sony Music.,inform,songs,1,5
"inform(name[Black Barbies], genres[hip hop music], performer[Nicki Minaj], publication year[2016], producer[Mike WiLL Made-It])",Black Barbies genres hip hop music. Black Barbies performer Nicki Minaj. Black Barbies publication year 2016. Black Barbies producer Mike WiLL Made-It. Black Barbies domain songs.,Black Barbies Hip Hop Music Nicki Minaj 2016 Mike Will Made-It,Black Barbies by Nicki Minaj is a 2016 hip hop song produced by Mike WiLL Made-It.,inform,songs,1,5
"inform(name[Anti-Hero], genres[synth-pop], from album[Midnights], publication year[2022], rating[excellent])",Anti-Hero genres synth-pop. Anti-Hero from album Midnights. Anti-Hero publication year 2022. Anti-Hero rating excellent. Anti-Hero domain songs.,Anti-Hero Synth-Pop Midnights 2022 Excellent,Anti-Hero is an excellent synth-pop song from the 2022 album Midnights.,inform,songs,1,5
"inform(name[Y.M.C.A.], genres[disco], from album[Cruisin], rating[excellent], producer[Jacques Morali])",Y.M.C.A. genres disco. Y.M.C.A. from album Cruisin. Y.M.C.A. rating excellent. Y.M.C.A. producer Jacques Morali. Y.M.C.A. domain songs.,Y.M.C.A. Disco Cruisin Excellent Jacques Morali," Y.M.C.A. is an excellent disco song produced by Jacques Morali, from the album Cruisin.",inform,songs,1,5
"inform(name[Waka Waka], genres[pop music], performer[Freshlyground, Shakira], producer[Shakira], record label[Epic Records])","Waka Waka genres pop music. Waka Waka performer Freshlyground, Shakira. Waka Waka producer Shakira. Waka Waka record label Epic Records. Waka Waka domain songs.","Waka Waka Pop Music Freshlyground, Shakira Shakira Epic Records"," Waka Waka is a pop song by Freshlyground and Shakira, produced by Shakira and released by Epic Records.",inform,songs,1,5
"inform(name[Careless Whisper], genres[pop music], record label[Columbia Records], rating[excellent], performer[George Michael])",Careless Whisper genres pop music. Careless Whisper record label Columbia Records. Careless Whisper rating excellent. Careless Whisper performer George Michael. Careless Whisper domain songs.,Careless Whisper Pop Music Columbia Records Excellent George Michael," Careless Whisper is an excellent pop song by George Michael, released by Columbia Records.",inform,songs,1,5
"inform(name[Kings of the Wild Frontier], genres[post-punk], producer[Chris Hughes], rating[good], publication year[1980])",Kings of the Wild Frontier genres post-punk. Kings of the Wild Frontier producer Chris Hughes. Kings of the Wild Frontier rating good. Kings of the Wild Frontier publication year 1980. Kings of the Wild Frontier domain songs.,Kings Of The Wild Frontier Post-Punk Chris Hughes Good 1980,Kings of the Wild Frontier is a good post-punk song produced by Chris Hughes in 1980.,inform,songs,1,5
"inform(name[Kings of the Wild Frontier], genres[post-punk], publication year[1980], rating[good], performer[Adam and the Ants])",Kings of the Wild Frontier genres post-punk. Kings of the Wild Frontier publication year 1980. Kings of the Wild Frontier rating good. Kings of the Wild Frontier performer Adam and the Ants. Kings of the Wild Frontier domain songs.,Kings Of The Wild Frontier Post-Punk 1980 Good Adam And The Ants,Kings of the Wild Frontier is a good post-punk song released in 1980 by Adam and the Ants.,inform,songs,1,5
"inform(name[Every Breath You Take], genres[pop rock], producer[Stewart Copeland], record label[A&M Records], from album[Synchronicity])",Every Breath You Take genres pop rock. Every Breath You Take producer Stewart Copeland. Every Breath You Take record label A&M Records. Every Breath You Take from album Synchronicity. Every Breath You Take domain songs.,Every Breath You Take Pop Rock Stewart Copeland A&M Records Synchronicity," Every Breath You Take is a pop rock song produced by Stewart Copeland released on A&M Records, as part of the album Synchronicity.",inform,songs,1,5
"inform(name[I Still...], genres[pop rock], rating[excellent], from album[Never Gone], publication year[2005])",I Still... genres pop rock. I Still... rating excellent. I Still... from album Never Gone. I Still... publication year 2005. I Still... domain songs.,I Still... Pop Rock Excellent Never Gone 2005,I Still... is an excellent pop rock song from the 2005 album Never Gone.,inform,songs,1,5
"inform(name[The Way I Are], genres[pop music], publication year[2017], from album[All Your Fault: Pt], record label[Warner Bros])",The Way I Are genres pop music. The Way I Are publication year 2017. The Way I Are from album All Your Fault: Pt. 2. The Way I Are record label Warner Bros. Records. The Way I Are domain songs.,The Way I Are Pop Music 2017 All Your Fault: Pt. 2 Warner Bros. Records," The Way I Are is a pop song released in 2017 on the album All Your Fault: Pt. 2, by Warner Bros. Records.",inform,songs,1,5
"inform(name[In My Bed], genres[soul music], record label[Island Records], publication year[2004], rating[excellent])",In My Bed genres soul music. In My Bed record label Island Records. In My Bed publication year 2004. In My Bed rating excellent. In My Bed domain songs.,In My Bed Soul Music Island Records 2004 Excellent,In My Bed is an excellent soul music song released in 2004 by Island Records.,inform,songs,1,5
"inform(name[Afterlife], genres[indie rock], rating[good], publication year[2013], from album[Reflektor])",Afterlife genres indie rock. Afterlife rating good. Afterlife publication year 2013. Afterlife from album Reflektor. Afterlife domain songs.,Afterlife Indie Rock Good 2013 Reflektor,Afterlife is a good indie rock song released in 2013 from the album Reflektor.,inform,songs,1,5
"inform(name[Wild], genres[synth-pop], record label[Universal Music Australia], producer[Alex Hope], performer[Troye Sivan])",Wild genres synth-pop. Wild record label Universal Music Australia. Wild producer Alex Hope. Wild performer Troye Sivan. Wild domain songs.,Wild Synth-Pop Universal Music Australia Alex Hope Troye Sivan," Wild by Troye Sivan is a synth-pop song released by Universal Music Australia, produced by Alex Hope.",inform,songs,1,5
"inform(name[Y.M.C.A.], genres[disco], record label[Casablanca Records], from album[Cruisin], performer[Village People])",Y.M.C.A. genres disco. Y.M.C.A. record label Casablanca Records. Y.M.C.A. from album Cruisin. Y.M.C.A. performer Village People. Y.M.C.A. domain songs.,Y.M.C.A. Disco Casablanca Records Cruisin Village People,Y.M.C.A. is a disco song by Village People released by Casablanca Records from the album Cruisin.,inform,songs,1,5
"inform(name[Pumped Up Kicks], genres[pop rock], from album[Torches], publication year[2010], producer[Mark Foster])",Pumped Up Kicks genres pop rock. Pumped Up Kicks from album Torches. Pumped Up Kicks publication year 2010. Pumped Up Kicks producer Mark Foster. Pumped Up Kicks domain songs.,Pumped Up Kicks Pop Rock Torches 2010 Mark Foster,Pumped Up Kicks is a pop rock song from 2010 album Torches produced by Mark Foster.,inform,songs,1,5
"inform(name[Stereotypes], genres[Britpop], from album[The Great Escape], publication year[1996], producer[Stephen Street])",Stereotypes genres Britpop. Stereotypes from album The Great Escape. Stereotypes publication year 1996. Stereotypes producer Stephen Street. Stereotypes domain songs.,Stereotypes Britpop The Great Escape 1996 Stephen Street," Stereotypes is a Britpop song from 1996's The Great Escape, produced by Stephen Street.",inform,songs,1,5
"inform(name[Kings of the Wild Frontier], genres[post-punk], from album[Kings of the Wild Frontier], publication year[1980], performer[Adam and the Ants])",Kings of the Wild Frontier genres post-punk. Kings of the Wild Frontier from album Kings of the Wild Frontier. Kings of the Wild Frontier publication year 1980. Kings of the Wild Frontier performer Adam and the Ants. Kings of the Wild Frontier domain songs.,Kings Of The Wild Frontier Post-Punk Kings Of The Wild Frontier 1980 Adam And The Ants,Kings of the Wild Frontier by Adam and the Ants is a post-punk song released in 1980 as part of the album Kings of the Wild Frontier.,inform,songs,1,5
"inform(name[Break My Soul], genres[house music], rating[excellent], performer[Beyoncé], publication year[2022])",Break My Soul genres house music. Break My Soul rating excellent. Break My Soul performer Beyoncé. Break My Soul publication year 2022. Break My Soul domain songs.,Break My Soul House Music Excellent Beyoncé 2022,Break My Soul is an excellent house music song by Beyoncé released in 2022.,inform,songs,1,5
"inform(name[Stereotypes], genres[Britpop], performer[Blur], rating[good], publication year[1996])",Stereotypes genres Britpop. Stereotypes performer Blur. Stereotypes rating good. Stereotypes publication year 1996. Stereotypes domain songs.,Stereotypes Britpop Blur Good 1996,Stereotypes is a good Britpop song released in 1996 by Blur.,inform,songs,1,5
"inform(name[Take My Breath Away], genres[synth-pop], producer[Giorgio Moroder], performer[Berlin], record label[Columbia Records])",Take My Breath Away genres synth-pop. Take My Breath Away producer Giorgio Moroder. Take My Breath Away performer Berlin. Take My Breath Away record label Columbia Records. Take My Breath Away domain songs.,Take My Breath Away Synth-Pop Giorgio Moroder Berlin Columbia Records," Take My Breath Away is a synth-pop song by Berlin, produced by Giorgio Moroder and released by Columbia Records.",inform,songs,1,5
"inform(name[Hold My Hand], genres[arena rock], performer[Lady Gaga], record label[Interscope Records], from album[N/A])",Hold My Hand genres arena rock. Hold My Hand performer Lady Gaga. Hold My Hand record label Interscope Records. Hold My Hand from album N/A. Hold My Hand domain songs.,Hold My Hand Arena Rock Lady Gaga Interscope Records N/A," Hold My Hand by Lady Gaga is an arena rock song, released on Interscope Records.",inform,songs,1,5
"inform(name[Stairway to Heaven], genres[hard rock], from album[Led Zeppelin IV], publication year[1971], record label[Atlantic Records])",Stairway to Heaven genres hard rock. Stairway to Heaven from album Led Zeppelin IV. Stairway to Heaven publication year 1971. Stairway to Heaven record label Atlantic Records. Stairway to Heaven domain songs.,Stairway To Heaven Hard Rock Led Zeppelin Iv 1971 Atlantic Records," Stairway to Heaven is a hard rock song by Led Zeppelin IV, released in 1971 by Atlantic Records.",inform,songs,1,5
"inform(name[Poison], genres[dance-pop], rating[excellent], performer[Nicole Scherzinger], from album[Killer Love])",Poison genres dance-pop. Poison rating excellent. Poison performer Nicole Scherzinger. Poison from album Killer Love. Poison domain songs.,Poison Dance-Pop Excellent Nicole Scherzinger Killer Love," Poison is an excellent dance-pop song by Nicole Scherzinger, from her album Killer Love.",inform,songs,1,5
"inform(name[Apple Shampoo], genres[pop punk], performer[Blink-182], record label[MCA Records], publication year[1997])",Apple Shampoo genres pop punk. Apple Shampoo performer Blink-182. Apple Shampoo record label MCA Records. Apple Shampoo publication year 1997. Apple Shampoo domain songs.,Apple Shampoo Pop Punk Blink-182 Mca Records 1997," Apple Shampoo is a 1997 pop punk song by Blink-182, released by MCA Records.",inform,songs,1,5
"inform(name[Get Up!], genres[dubstep], record label[Roadrunner Records], publication year[2011], from album[The Path of Totality])",Get Up! genres dubstep. Get Up! record label Roadrunner Records. Get Up! publication year 2011. Get Up! from album The Path of Totality. Get Up! domain songs.,Get Up! Dubstep Roadrunner Records 2011 The Path Of Totality," Get Up! is a dubstep track released by Roadrunner Records in 2011, from the album The Path of Totality.",inform,songs,1,5
"inform(name[Break My Soul], genres[diva house], from album[Renaissance], record label[Columbia Records], rating[excellent])",Break My Soul genres diva house. Break My Soul from album Renaissance. Break My Soul record label Columbia Records. Break My Soul rating excellent. Break My Soul domain songs.,Break My Soul Diva House Renaissance Columbia Records Excellent,Break My Soul is an excellent diva house song from the Columbia Records album Renaissance.,inform,songs,1,5
"inform(name[Paint It Black], genres[rock music], from album[Aftermath], rating[excellent], performer[The Rolling Stones])",Paint It Black genres rock music. Paint It Black from album Aftermath. Paint It Black rating excellent. Paint It Black performer The Rolling Stones. Paint It Black domain songs.,Paint It Black Rock Music Aftermath Excellent The Rolling Stones," Paint It Black is an excellent rock song by The Rolling Stones, from the album Aftermath.",inform,songs,1,5
"inform(name[Poison], genres[dance-pop], from album[Killer Love], publication year[2010], record label[Interscope Records])",Poison genres dance-pop. Poison from album Killer Love. Poison publication year 2010. Poison record label Interscope Records. Poison domain songs.,Poison Dance-Pop Killer Love 2010 Interscope Records," Poison is a dance-pop song from Killer Love, released in 2010 by Interscope Records.",inform,songs,1,5
"inform(name[Que Calor], genres[Latin music], publication year[2019], performer[El Alfa, J Balvin], rating[excellent])","Que Calor genres Latin music. Que Calor publication year 2019. Que Calor performer El Alfa, J Balvin. Que Calor rating excellent. Que Calor domain songs.","Que Calor Latin Music 2019 El Alfa, J Balvin Excellent",Que Calor is an excellent Latin music song released in 2019 by El Alfa and J Balvin.,inform,songs,1,5
"inform(name[Stargazing], genres[tropical house], performer[Kygo, Justin Jesso], record label[Sony Music], from album[Stargazing])","Stargazing genres tropical house. Stargazing performer Kygo, Justin Jesso. Stargazing record label Sony Music. Stargazing from album Stargazing. Stargazing domain songs.","Stargazing Tropical House Kygo, Justin Jesso Sony Music Stargazing"," Stargazing is a tropical house song by Kygo and Justin Jesso, released by Sony Music for the album Stargazing.",inform,songs,1,5
"inform(name[Blurred Lines], genres[contemporary R&B], from album[Blurred Lines], publication year[2013], record label[Universal Music Group])",Blurred Lines genres contemporary R&B. Blurred Lines from album Blurred Lines. Blurred Lines publication year 2013. Blurred Lines record label Universal Music Group. Blurred Lines domain songs.,Blurred Lines Contemporary R&B Blurred Lines 2013 Universal Music Group," Blurred Lines is a contemporary R&B song released in 2013 by Universal Music Group, from the album Blurred Lines.",inform,songs,1,5
"inform(name[Y.M.C.A.], genres[disco], publication year[1978], performer[Village People], from album[Cruisin])",Y.M.C.A. genres disco. Y.M.C.A. publication year 1978. Y.M.C.A. performer Village People. Y.M.C.A. from album Cruisin. Y.M.C.A. domain songs.,Y.M.C.A. Disco 1978 Village People Cruisin,Y.M.C.A. by Village People is a disco song from the 1978 album Cruisin.,inform,songs,1,5
"inform(name[Stereotypes], genres[Britpop], producer[Stephen Street], from album[The Great Escape], record label[EMI])",Stereotypes genres Britpop. Stereotypes producer Stephen Street. Stereotypes from album The Great Escape. Stereotypes record label EMI. Stereotypes domain songs.,Stereotypes Britpop Stephen Street The Great Escape Emi," Stereotypes is a Britpop song produced by Stephen Street, released on The Great Escape by EMI.",inform,songs,1,5
"inform(name[Feel Again], genres[pop music], rating[excellent], publication year[2012], performer[OneRepublic])",Feel Again genres pop music. Feel Again rating excellent. Feel Again publication year 2012. Feel Again performer OneRepublic. Feel Again domain songs.,Feel Again Pop Music Excellent 2012 Onerepublic,Feel Again is an excellent pop song released in 2012 by OneRepublic.,inform,songs,1,5
"inform(name[The Way I Are], genres[pop music], record label[Warner Bros], from album[All Your Fault: Pt], performer[Bebe Rexha])",The Way I Are genres pop music. The Way I Are record label Warner Bros. Records. The Way I Are from album All Your Fault: Pt. 2. The Way I Are performer Bebe Rexha. The Way I Are domain songs.,The Way I Are Pop Music Warner Bros. Records All Your Fault: Pt. 2 Bebe Rexha," The Way I Are is a pop song by Bebe Rexha, released by Warner Bros. Records on the album All Your Fault: Pt. 2.",inform,songs,1,5
"inform(name[The Way I Are], genres[pop music], rating[excellent], publication year[2017], producer[Joel Little], record label[Warner Bros])",The Way I Are genres pop music. The Way I Are rating excellent. The Way I Are publication year 2017. The Way I Are producer Joel Little. The Way I Are record label Warner Bros. Records. The Way I Are domain songs.,The Way I Are Pop Music Excellent 2017 Joel Little Warner Bros. Records,The Way I Are is an excellent pop song released in 2017 by Warner Bros. Records and produced by Joel Little.,inform,songs,1,6
"inform(name[We Are the World], genres[gospel music], record label[Sony Music], producer[Quincy Jones], rating[excellent], from album[We Are the World])",We Are the World genres gospel music. We Are the World record label Sony Music. We Are the World producer Quincy Jones. We Are the World rating excellent. We Are the World from album We Are the World. We Are the World domain songs.,We Are The World Gospel Music Sony Music Quincy Jones Excellent We Are The World,We Are the World is an excellent gospel music song produced by Quincy Jones and released by Sony Music on their album We Are the World.,inform,songs,1,6
"inform(name[I], genres[hip hop music], producer[Rahki], rating[excellent], publication year[2014], record label[Aftermath Entertainment])",I genres hip hop music. I producer Rahki. I rating excellent. I publication year 2014. I record label Aftermath Entertainment. I domain songs.,I Hip Hop Music Rahki Excellent 2014 Aftermath Entertainment," I is an excellent hip hop song produced by Rahki, released in 2014 by Aftermath Entertainment.",inform,songs,1,6
"inform(name[Afterlife], genres[indie rock], performer[Arcade Fire], publication year[2013], rating[good], producer[James Murphy])",Afterlife genres indie rock. Afterlife performer Arcade Fire. Afterlife publication year 2013. Afterlife rating good. Afterlife producer James Murphy. Afterlife domain songs.,Afterlife Indie Rock Arcade Fire 2013 Good James Murphy,Afterlife by Arcade Fire is a good indie rock song released in 2013 and produced by James Murphy.,inform,songs,1,6
"inform(name[Marilyn Monroe], genres[funk], from album[Girl], rating[excellent], publication year[2014], producer[Pharrell Williams])",Marilyn Monroe genres funk. Marilyn Monroe from album Girl. Marilyn Monroe rating excellent. Marilyn Monroe publication year 2014. Marilyn Monroe producer Pharrell Williams. Marilyn Monroe domain songs.,Marilyn Monroe Funk Girl Excellent 2014 Pharrell Williams," Marilyn Monroe is an excellent funk song by Pharrell Williams, featured on the 2014 album Girl.",inform,songs,1,6
"inform(name[In My Bed], genres[soul music], performer[Amy Winehouse], publication year[2004], record label[Island Records], producer[Salaam Remi])",In My Bed genres soul music. In My Bed performer Amy Winehouse. In My Bed publication year 2004. In My Bed record label Island Records. In My Bed producer Salaam Remi. In My Bed domain songs.,In My Bed Soul Music Amy Winehouse 2004 Island Records Salaam Remi," In My Bed by Amy Winehouse is a soul music song released in 2004 by Island Records, produced by Salaam Remi.",inform,songs,1,6
"inform(name[Stargazing], genres[tropical house], rating[excellent], record label[Sony Music], producer[Kygo], from album[Stargazing])",Stargazing genres tropical house. Stargazing rating excellent. Stargazing record label Sony Music. Stargazing producer Kygo. Stargazing from album Stargazing. Stargazing domain songs.,Stargazing Tropical House Excellent Sony Music Kygo Stargazing,Stargazing by Kygo is an excellent tropical house song released by Sony Music from the album Stargazing.,inform,songs,1,6
"inform(name[Get Up!], genres[dubstep], from album[The Path of Totality], producer[Skrillex], record label[Roadrunner Records], performer[Skrillex, Korn])","Get Up! genres dubstep. Get Up! from album The Path of Totality. Get Up! producer Skrillex. Get Up! record label Roadrunner Records. Get Up! performer Skrillex, Korn. Get Up! domain songs.","Get Up! Dubstep The Path Of Totality Skrillex Roadrunner Records Skrillex, Korn"," Get Up!, a dubstep song produced by Skrillex and performed by Skrillex and Korn, is from Skrillex's 2011 album The Path of Totality, released by Roadrunner Records.",inform,songs,1,6
"inform(name[Habibi], genres[dancehall], from album[N/A], performer[Faydee, Shaggy], producer[Costi Ioniță], record label[Sony Music])","Habibi genres dancehall. Habibi from album N/A. Habibi performer Faydee, Shaggy. Habibi producer Costi Ioniță. Habibi record label Sony Music. Habibi domain songs.","Habibi Dancehall N/A Faydee, Shaggy Costi Ioniță Sony Music"," Habibi is a dancehall song by Faydee and Shaggy, produced by Costi Ioniță and released through Sony Music.",inform,songs,1,6
"inform(name[The Way I Are], genres[pop music], record label[Warner Bros], publication year[2017], producer[Joel Little], performer[Bebe Rexha])",The Way I Are genres pop music. The Way I Are record label Warner Bros. Records. The Way I Are publication year 2017. The Way I Are producer Joel Little. The Way I Are performer Bebe Rexha. The Way I Are domain songs.,The Way I Are Pop Music Warner Bros. Records 2017 Joel Little Bebe Rexha,The Way I Are by Bebe Rexha is a 2017 pop song released by Warner Bros. Records and produced by Joel Little.,inform,songs,1,6
"inform(name[Money, Cash, Hoes], genres[East Coast hip hop], publication year[1998], from album[Vol], performer[DMX, Jay-Z], producer[Swizz Beatz])","Money, Cash, Hoes genres East Coast hip hop. Money, Cash, Hoes publication year 1998. Money, Cash, Hoes from album Vol. 2... Hard Knock Life. Money, Cash, Hoes performer DMX, Jay-Z. Money, Cash, Hoes producer Swizz Beatz. Money, Cash, Hoes domain songs.","Money, Cash, Hoes East Coast Hip Hop 1998 Vol. 2... Hard Knock Life Dmx, Jay-Z Swizz Beatz"," Money, Cash, Hoes is an East Coast hip hop song from 1998, released on Vol. 2... Hard Knock Life by DMX and Jay-Z and produced by Swizz Beatz.",inform,songs,1,6
"inform(name[Dragostea Din Tei], genres[Eurodance], from album[DiscO-Zone""], record label[Ultra Records], publication year[2003], producer[Dan Balan])","Dragostea Din Tei genres Eurodance. Dragostea Din Tei from album DiscO-Zone"". Dragostea Din Tei record label Ultra Records. Dragostea Din Tei publication year 2003. Dragostea Din Tei producer Dan Balan. Dragostea Din Tei domain songs.","Dragostea Din Tei Eurodance Disco-Zone"" Ultra Records 2003 Dan Balan"," Dragostea Din Tei is an Eurodance song produced by Dan Balan, released in 2003 on the album DiscO-Zone by Ultra Records.",inform,songs,1,6
"inform(name[Littlest Things], genres[contemporary R&B], producer[Mark Ronson], rating[good], publication year[2006], performer[Lily Allen])",Littlest Things genres contemporary R&B. Littlest Things producer Mark Ronson. Littlest Things rating good. Littlest Things publication year 2006. Littlest Things performer Lily Allen. Littlest Things domain songs.,Littlest Things Contemporary R&B Mark Ronson Good 2006 Lily Allen,Littlest Things by Lily Allen is a good contemporary R&B song produced by Mark Ronson in 2006.,inform,songs,1,6
"inform(name[Brightside], genres[indie rock], from album[Hot Fuss], performer[The Killers], rating[excellent], publication year[2003])",Mr. Brightside genres indie rock. Mr. Brightside from album Hot Fuss. Mr. Brightside performer The Killers. Mr. Brightside rating excellent. Mr. Brightside publication year 2003. Mr. Brightside domain songs.,Mr. Brightside Indie Rock Hot Fuss The Killers Excellent 2003," Mr. Brightside is an excellent indie rock song by The Killers, from their 2003 album Hot Fuss.",inform,songs,1,6
