mr,mr_new,pseudo_mr,text,da,entity,num_hops,num_triples
"inform(name[Magic Johnson], sport[basketball], start time[1979], team positions[point guard], height[206], date of birth[August 14, 1959])","Magic Johnson sport basketball. Magic Johnson start time 1979. Magic Johnson team positions point guard. Magic Johnson height 206. Magic Johnson date of birth August 14, 1959. Magic Johnson domain athletes.","Magic Johnson Basketball 1979 Point Guard 206 August 14, 1959"," Magic Johnson is a 206 cm basketball player, born on August 14, 1959, who started playing in 1979 as a point guard.",inform,athletes,1,6
"inform(name[Nick Kyrgios], sport[tennis], num awards[0], awards[N/A], sports teams[N/A], place of birth[Canberra])",Nick Kyrgios sport tennis. Nick Kyrgios num awards 0. Nick Kyrgios awards N/A. Nick Kyrgios sports teams N/A. Nick Kyrgios place of birth Canberra. Nick Kyrgios domain athletes.,Nick Kyrgios Tennis 0 N/A N/A Canberra," Nick Kyrgios is a tennis player from Canberra, who has not won any awards.",inform,athletes,1,6
"inform(name[Paul Pogba], sport[association football], place of birth[Lagny-sur-Marne], rating[okay], num awards[1], height[191])",Paul Pogba sport association football. Paul Pogba place of birth Lagny-sur-Marne. Paul Pogba rating okay. Paul Pogba num awards 1. Paul Pogba height 191. Paul Pogba domain athletes.,Paul Pogba Association Football Lagny-Sur-Marne Okay 1 191," Paul Pogba is an okay rated association football player from Lagny-sur-Marne, 191cm tall, who has won 1 award.",inform,athletes,1,6
"inform(name[Jude Bellingham], sport[association football], awards[N/A], team positions[midfielder], stats leader[N/A], rating[okay])",Jude Bellingham sport association football. Jude Bellingham awards N/A. Jude Bellingham team positions midfielder. Jude Bellingham stats leader N/A. Jude Bellingham rating okay. Jude Bellingham domain athletes.,Jude Bellingham Association Football N/A Midfielder N/A Okay,Jude Bellingham is an okay rated association football player who plays as a midfielder.,inform,athletes,1,6
"inform(name[Carlos Alcaraz], sport[tennis], sports teams[N/A], place of birth[El Palmar, Murcia], stats leader[N/A], num awards[0])","Carlos Alcaraz sport tennis. Carlos Alcaraz sports teams N/A. Carlos Alcaraz place of birth El Palmar, Murcia. Carlos Alcaraz stats leader N/A. Carlos Alcaraz num awards 0. Carlos Alcaraz domain athletes.","Carlos Alcaraz Tennis N/A El Palmar, Murcia N/A 0"," Carlos Alcaraz is a tennis player from El Palmar, Murcia who has not won any awards.",inform,athletes,1,6
"inform(name[Jude Bellingham], sport[association football], sports teams[Birmingham City F.C., Borussia Dortmund], start time[2019], num awards[0], place of birth[Stourbridge])","Jude Bellingham sport association football. Jude Bellingham sports teams Birmingham City F.C., Borussia Dortmund. Jude Bellingham start time 2019. Jude Bellingham num awards 0. Jude Bellingham place of birth Stourbridge. Jude Bellingham domain athletes.","Jude Bellingham Association Football Birmingham City F.C., Borussia Dortmund 2019 0 Stourbridge"," Jude Bellingham is an association football player from Stourbridge who has been playing for Birmingham City F.C. and Borussia Dortmund since 2019, with no awards yet.",inform,athletes,1,6
"inform(name[Noah Rubin], sport[tennis], awards[N/A], place of birth[New York City], stats leader[N/A], start time[2015])",Noah Rubin sport tennis. Noah Rubin awards N/A. Noah Rubin place of birth New York City. Noah Rubin stats leader N/A. Noah Rubin start time 2015. Noah Rubin domain athletes.,Noah Rubin Tennis N/A New York City N/A 2015,Noah Rubin is a tennis athlete from New York City who started playing in 2015 and has not won any awards or been a stats leader.,inform,athletes,1,6
"inform(name[Paul Pogba], sport[association football], height[191], sports teams[Juventus F.C.], stats leader[match 51 of 2014 FIFA World Cup], num awards[1])",Paul Pogba sport association football. Paul Pogba height 191. Paul Pogba sports teams Juventus F.C.. Paul Pogba stats leader match 51 of 2014 FIFA World Cup. Paul Pogba num awards 1. Paul Pogba domain athletes.,Paul Pogba Association Football 191 Juventus F.C. Match 51 Of 2014 Fifa World Cup 1,Paul Pogba is a 191 cm tall association football player who has won 1 award. He has played for Juventus F.C. and was the leading stats leader for match 51 of the 2014 FIFA World Cup.,inform,athletes,1,6
"inform(name[John Kirwan], sport[rugby union], rating[okay], awards[Officer of the New Zealand Order of Merit], date of birth[December 16, 1964], stats leader[N/A])","John Kirwan sport rugby union. John Kirwan rating okay. John Kirwan awards Officer of the New Zealand Order of Merit. John Kirwan date of birth December 16, 1964. John Kirwan stats leader N/A. John Kirwan domain athletes.","John Kirwan Rugby Union Okay Officer Of The New Zealand Order Of Merit December 16, 1964 N/A"," John Kirwan is an okay rated rugby union player, born on December 16, 1964. He has been awarded the Officer of the New Zealand Order of Merit.",inform,athletes,1,6
"inform(name[Ime Udoka], sport[basketball], num awards[0], height[198], rating[okay], stats leader[N/A])",Ime Udoka sport basketball. Ime Udoka num awards 0. Ime Udoka height 198. Ime Udoka rating okay. Ime Udoka stats leader N/A. Ime Udoka domain athletes.,Ime Udoka Basketball 0 198 Okay N/A,Ime Udoka is an okay rated basketball athlete who is 198 cm tall and has not won any awards.,inform,athletes,1,6
"inform(name[Peter Lorimer], sport[association football], date of birth[December 14, 1946], rating[okay], start time[1962], team positions[wing half])","Peter Lorimer sport association football. Peter Lorimer date of birth December 14, 1946. Peter Lorimer rating okay. Peter Lorimer start time 1962. Peter Lorimer team positions wing half. Peter Lorimer domain athletes.","Peter Lorimer Association Football December 14, 1946 Okay 1962 Wing Half"," Peter Lorimer is an okay rated footballer born on December 14, 1946. He started playing in 1962 as a wing half.",inform,athletes,1,6
"inform(name[Sam Morsy], sport[association football], date of birth[September 10, 1991], place of birth[Wolverhampton], height[175], awards[N/A])","Sam Morsy sport association football. Sam Morsy date of birth September 10, 1991. Sam Morsy place of birth Wolverhampton. Sam Morsy height 175. Sam Morsy awards N/A. Sam Morsy domain athletes.","Sam Morsy Association Football September 10, 1991 Wolverhampton 175 N/A"," Sam Morsy is an association football player born in Wolverhampton on September 10, 1991, who stands at 175 cm tall.",inform,athletes,1,6
"inform(name[Conor Washington], sport[association football], num awards[0], height[178], start time[2012], rating[okay])",Conor Washington sport association football. Conor Washington num awards 0. Conor Washington height 178. Conor Washington start time 2012. Conor Washington rating okay. Conor Washington domain athletes.,Conor Washington Association Football 0 178 2012 Okay,Conor Washington is an okay rated association football player who stands at 178 cm tall and started playing in 2012.,inform,athletes,1,6
"inform(name[Jude Bellingham], sport[association football], start time[2019], awards[N/A], stats leader[N/A], rating[okay])",Jude Bellingham sport association football. Jude Bellingham start time 2019. Jude Bellingham awards N/A. Jude Bellingham stats leader N/A. Jude Bellingham rating okay. Jude Bellingham domain athletes.,Jude Bellingham Association Football 2019 N/A N/A Okay,Jude Bellingham is an okay rated association football player who started playing in 2019 and has yet to be a stats leader.,inform,athletes,1,6
"inform(name[Venus Williams], sport[tennis], num awards[3], sports teams[United States Billie Jean King Cup team], place of birth[Lynwood], awards[NAACP Image Award – Presidents Award])",Venus Williams sport tennis. Venus Williams num awards 3. Venus Williams sports teams United States Billie Jean King Cup team. Venus Williams place of birth Lynwood. Venus Williams awards NAACP Image Award – Presidents Award. Venus Williams domain athletes.,Venus Williams Tennis 3 United States Billie Jean King Cup Team Lynwood Naacp Image Award – Presidents Award," Venus Williams is a tennis player from Lynwood who has won 3 awards, including the NAACP Image Award – Presidents Award. She is part of the United States Billie Jean King Cup team.",inform,athletes,1,6
"inform(name[Jude Bellingham], sport[association football], sports teams[England national under-16 association football team, Borussia Dortmund], start time[2019], place of birth[Stourbridge], date of birth[June 29, 2003])","Jude Bellingham sport association football. Jude Bellingham sports teams England national under-16 association football team, Borussia Dortmund. Jude Bellingham start time 2019. Jude Bellingham place of birth Stourbridge. Jude Bellingham date of birth June 29, 2003. Jude Bellingham domain athletes.","Jude Bellingham Association Football England National Under-16 Association Football Team, Borussia Dortmund 2019 Stourbridge June 29, 2003"," Jude Bellingham is an association football athlete born on June 29, 2003 in Stourbridge. He has been playing for the England national under-16 football team and Borussia Dortmund since 2019.",inform,athletes,1,6
"inform(name[John Fleck], sport[association football], rating[okay], place of birth[Glasgow], height[170], sports teams[Scotland national under-21 football team, Scotland national under-17 football team])","John Fleck sport association football. John Fleck rating okay. John Fleck place of birth Glasgow. John Fleck height 170. John Fleck sports teams Scotland national under-21 football team, Scotland national under-17 football team. John Fleck domain athletes.","John Fleck Association Football Okay Glasgow 170 Scotland National Under-21 Football Team, Scotland National Under-17 Football Team",John Fleck is an okay rated association football player from Glasgow who is 170 cm tall. He has played for the Scotland national under-21 and under-17 football teams.,inform,athletes,1,6
"inform(name[Noah Rubin], sport[tennis], start time[2015], sports teams[Wake Forest Demon Deacons mens tennis], team positions[N/A], date of birth[February 21, 1996])","Noah Rubin sport tennis. Noah Rubin start time 2015. Noah Rubin sports teams Wake Forest Demon Deacons mens tennis. Noah Rubin team positions N/A. Noah Rubin date of birth February 21, 1996. Noah Rubin domain athletes.","Noah Rubin Tennis 2015 Wake Forest Demon Deacons Mens Tennis N/A February 21, 1996"," Noah Rubin is a tennis player from the Wake Forest Demon Deacons men's tennis team, having started in 2015. He was born on February 21, 1996.",inform,athletes,1,6
"inform(name[Ronaldo], sport[association football], num awards[11], sports teams[Real Madrid CF, S.C], stats leader[2006 FIFA World Cup Match 43], awards[World Cup Golden Ball])","Ronaldo sport association football. Ronaldo num awards 11. Ronaldo sports teams Real Madrid CF, S.C. Corinthians Paulista. Ronaldo stats leader 2006 FIFA World Cup Match 43. Ronaldo awards World Cup Golden Ball. Ronaldo domain athletes.","Ronaldo Association Football 11 Real Madrid Cf, S.C. Corinthians Paulista 2006 Fifa World Cup Match 43 World Cup Golden Ball"," Ronaldo is an association football player who has won 11 awards, including the World Cup Golden Ball. He played for Real Madrid CF and S.C. Corinthians Paulista, and was the leading stats leader for 2006 FIFA World Cup Match 43.",inform,athletes,1,6
"inform(name[Djamel Belmadi], sport[association football], date of birth[March 27, 1976], team positions[midfielder], sports teams[Algeria national football team, RC Celta de Vigo], place of birth[Champigny-sur-Marne])","Djamel Belmadi sport association football. Djamel Belmadi date of birth March 27, 1976. Djamel Belmadi team positions midfielder. Djamel Belmadi sports teams Algeria national football team, RC Celta de Vigo. Djamel Belmadi place of birth Champigny-sur-Marne. Djamel Belmadi domain athletes.","Djamel Belmadi Association Football March 27, 1976 Midfielder Algeria National Football Team, Rc Celta De Vigo Champigny-Sur-Marne"," Djamel Belmadi is an association football athlete who was born on March 27, 1976 in Champigny-sur-Marne. He is a midfielder for the Algeria national football team and RC Celta de Vigo.",inform,athletes,1,6
"inform(name[Marta Xargay], sport[basketball], height[180], start time[1996], stats leader[N/A], num awards[0])",Marta Xargay sport basketball. Marta Xargay height 180. Marta Xargay start time 1996. Marta Xargay stats leader N/A. Marta Xargay num awards 0. Marta Xargay domain athletes.,Marta Xargay Basketball 180 1996 N/A 0,Marta Xargay is a 180cm tall basketball athlete who began playing in 1996 and has not won any awards.,inform,athletes,1,6
"inform(name[Monty Brown], sport[American football], rating[okay], place of birth[Saginaw], awards[N/A], team positions[linebacker])",Monty Brown sport American football. Monty Brown rating okay. Monty Brown place of birth Saginaw. Monty Brown awards N/A. Monty Brown team positions linebacker. Monty Brown domain athletes.,Monty Brown American Football Okay Saginaw N/A Linebacker,Monty Brown is an okay rated American football player from Saginaw who plays as a linebacker.,inform,athletes,1,6
"inform(name[Arike Ogunbowale], sport[basketball], stats leader[2021 WNBA All-Star Game], date of birth[March 2, 1997], sports teams[Notre Dame Fighting Irish womens basketball, Dallas Wings], start time[2019])","Arike Ogunbowale sport basketball. Arike Ogunbowale stats leader 2021 WNBA All-Star Game. Arike Ogunbowale date of birth March 2, 1997. Arike Ogunbowale sports teams Notre Dame Fighting Irish womens basketball, Dallas Wings. Arike Ogunbowale start time 2019. Arike Ogunbowale domain athletes.","Arike Ogunbowale Basketball 2021 Wnba All-Star Game March 2, 1997 Notre Dame Fighting Irish Womens Basketball, Dallas Wings 2019"," Arike Ogunbowale is a basketball athlete, born on March 2, 1997, who has been playing for the Notre Dame Fighting Irish women's basketball and Dallas Wings since 2019. She was the stats leader for the 2021 WNBA All-Star Game.",inform,athletes,1,6
"inform(name[Kiki VanDeWeghe], sport[basketball], sports teams[Portland Trail Blazers, Denver Nuggets], place of birth[Wiesbaden], date of birth[August 1, 1958], start time[1980])","Kiki VanDeWeghe sport basketball. Kiki VanDeWeghe sports teams Portland Trail Blazers, Denver Nuggets. Kiki VanDeWeghe place of birth Wiesbaden. Kiki VanDeWeghe date of birth August 1, 1958. Kiki VanDeWeghe start time 1980. Kiki VanDeWeghe domain athletes.","Kiki Vandeweghe Basketball Portland Trail Blazers, Denver Nuggets Wiesbaden August 1, 1958 1980"," Kiki VanDeWeghe is a basketball athlete born in Wiesbaden on August 1, 1958. He has played for the Portland Trail Blazers and Denver Nuggets since 1980.",inform,athletes,1,6
"inform(name[Jude Bellingham], sport[association football], date of birth[June 29, 2003], start time[2019], height[186], rating[okay])","Jude Bellingham sport association football. Jude Bellingham date of birth June 29, 2003. Jude Bellingham start time 2019. Jude Bellingham height 186. Jude Bellingham rating okay. Jude Bellingham domain athletes.","Jude Bellingham Association Football June 29, 2003 2019 186 Okay"," Jude Bellingham is an okay rated athlete born on June 29, 2003 who has been playing association football since 2019. He stands at 186 cm tall.",inform,athletes,1,6
"inform(name[Leon Osman], sport[association football], rating[okay], place of birth[Wigan], team positions[midfielder], date of birth[May 17, 1981])","Leon Osman sport association football. Leon Osman rating okay. Leon Osman place of birth Wigan. Leon Osman team positions midfielder. Leon Osman date of birth May 17, 1981. Leon Osman domain athletes.","Leon Osman Association Football Okay Wigan Midfielder May 17, 1981"," Leon Osman is an okay rated association football player from Wigan, born on May 17, 1981, who plays as a midfielder.",inform,athletes,1,6
"inform(name[John Fleck], sport[association football], place of birth[Glasgow], stats leader[N/A], team positions[midfielder], sports teams[Scotland national under-19 football team, Rangers F.C.])","John Fleck sport association football. John Fleck place of birth Glasgow. John Fleck stats leader N/A. John Fleck team positions midfielder. John Fleck sports teams Scotland national under-19 football team, Rangers F.C.. John Fleck domain athletes.","John Fleck Association Football Glasgow N/A Midfielder Scotland National Under-19 Football Team, Rangers F.C.",John Fleck is an association football midfielder from Glasgow who has played for the Scotland national under-19 football team and Rangers F.C.,inform,athletes,1,6
"inform(name[David Campese], sport[rugby union], awards[World Rugby Hall of Fame], date of birth[October 21, 1962], team positions[winger], rating[good])","David Campese sport rugby union. David Campese awards World Rugby Hall of Fame. David Campese date of birth October 21, 1962. David Campese team positions winger. David Campese rating good. David Campese domain athletes.","David Campese Rugby Union World Rugby Hall Of Fame October 21, 1962 Winger Good"," David Campese is a good rated rugby union player born on October 21, 1962. He is a winger and was inducted into the World Rugby Hall of Fame.",inform,athletes,1,6
"inform(name[David Campese], sport[rugby union], team positions[winger], rating[good], num awards[5], start time[1981])",David Campese sport rugby union. David Campese team positions winger. David Campese rating good. David Campese num awards 5. David Campese start time 1981. David Campese domain athletes.,David Campese Rugby Union Winger Good 5 1981,David Campese is a good rated rugby union player who has been playing as a winger since 1981 and has won 5 awards.,inform,athletes,1,6
"inform(name[Matt Holland], sport[association football], start time[1996], date of birth[April 11, 1974], num awards[0], sports teams[Charlton Athletic F.C., AFC Bournemouth])","Matt Holland sport association football. Matt Holland start time 1996. Matt Holland date of birth April 11, 1974. Matt Holland num awards 0. Matt Holland sports teams Charlton Athletic F.C., AFC Bournemouth. Matt Holland domain athletes.","Matt Holland Association Football 1996 April 11, 1974 0 Charlton Athletic F.C., Afc Bournemouth"," Matt Holland is an association football player born on April 11, 1974 who has been playing for Charlton Athletic F.C. and AFC Bournemouth since 1996. He has not won any awards.",inform,athletes,1,6
"inform(name[Novak Djokovic], sport[tennis], start time[2003], num awards[4], date of birth[May 22, 1987], team positions[N/A])","Novak Djokovic sport tennis. Novak Djokovic start time 2003. Novak Djokovic num awards 4. Novak Djokovic date of birth May 22, 1987. Novak Djokovic team positions N/A. Novak Djokovic domain athletes.","Novak Djokovic Tennis 2003 4 May 22, 1987 N/A"," Novak Djokovic is a tennis athlete who was born on May 22, 1987 and has won 4 awards since starting in 2003.",inform,athletes,1,6
"inform(name[Zizinho], sport[association football], start time[1939], height[169], rating[okay], team positions[midfielder])",Zizinho sport association football. Zizinho start time 1939. Zizinho height 169. Zizinho rating okay. Zizinho team positions midfielder. Zizinho domain athletes.,Zizinho Association Football 1939 169 Okay Midfielder,Zizinho was an okay rated association football midfielder who started playing in 1939 and was 169 cm tall.,inform,athletes,1,6
"inform(name[Magic Johnson], sport[basketball], awards[NBA All-Rookie Team], num awards[10], sports teams[Los Angeles Lakers, Michigan State Spartans mens basketball], start time[1979])","Magic Johnson sport basketball. Magic Johnson awards NBA All-Rookie Team. Magic Johnson num awards 10. Magic Johnson sports teams Los Angeles Lakers, Michigan State Spartans mens basketball. Magic Johnson start time 1979. Magic Johnson domain athletes.","Magic Johnson Basketball Nba All-Rookie Team 10 Los Angeles Lakers, Michigan State Spartans Mens Basketball 1979",Magic Johnson is a basketball player who was part of the NBA All-Rookie Team and has won 10 awards. He started playing in 1979 for the Los Angeles Lakers and the Michigan State Spartans men's basketball.,inform,athletes,1,6
"inform(name[Simpson], sport[athletics], awards[Associated Press Athlete of the Year], num awards[2], place of birth[San Francisco], rating[okay])",O. J. Simpson sport athletics. O. J. Simpson awards Associated Press Athlete of the Year. O. J. Simpson num awards 2. O. J. Simpson place of birth San Francisco. O. J. Simpson rating okay. O. J. Simpson domain athletes.,O. J. Simpson Athletics Associated Press Athlete Of The Year 2 San Francisco Okay," O. J. Simpson is an okay rated athletics athlete from San Francisco who has won 2 awards, including the Associated Press Athlete of the Year.",inform,athletes,1,6
"inform(name[Wilt Chamberlain], sport[basketball], sports teams[Los Angeles Lakers, San Diego Conquistadors], place of birth[Philadelphia], team positions[center], num awards[6])","Wilt Chamberlain sport basketball. Wilt Chamberlain sports teams Los Angeles Lakers, San Diego Conquistadors. Wilt Chamberlain place of birth Philadelphia. Wilt Chamberlain team positions center. Wilt Chamberlain num awards 6. Wilt Chamberlain domain athletes.","Wilt Chamberlain Basketball Los Angeles Lakers, San Diego Conquistadors Philadelphia Center 6",Wilt Chamberlain is a basketball player from Philadelphia who has won 6 awards. He played for the Los Angeles Lakers and San Diego Conquistadors as a center.,inform,athletes,1,6
"inform(name[Ahmad Nourollahi], sport[association football], awards[N/A], sports teams[Iran national under-20 football team, Iran national under-23 football team], start time[2011], rating[okay])","Ahmad Nourollahi sport association football. Ahmad Nourollahi awards N/A. Ahmad Nourollahi sports teams Iran national under-20 football team, Iran national under-23 football team. Ahmad Nourollahi start time 2011. Ahmad Nourollahi rating okay. Ahmad Nourollahi domain athletes.","Ahmad Nourollahi Association Football N/A Iran National Under-20 Football Team, Iran National Under-23 Football Team 2011 Okay",Ahmad Nourollahi is an okay rated association football player who has been playing for the Iran national under-20 and under-23 football teams since 2011.,inform,athletes,1,6
"inform(name[Ime Udoka], sport[basketball], date of birth[August 9, 1977], height[198], start time[2000], num awards[0])","Ime Udoka sport basketball. Ime Udoka date of birth August 9, 1977. Ime Udoka height 198. Ime Udoka start time 2000. Ime Udoka num awards 0. Ime Udoka domain athletes.","Ime Udoka Basketball August 9, 1977 198 2000 0"," Ime Udoka is a 198 cm tall basketball player who started in 2000 and has not won any awards. He was born on August 9, 1977.",inform,athletes,1,6
"inform(name[Ahmad Nourollahi], sport[association football], awards[N/A], place of birth[Azadshahr], rating[okay], num awards[0])",Ahmad Nourollahi sport association football. Ahmad Nourollahi awards N/A. Ahmad Nourollahi place of birth Azadshahr. Ahmad Nourollahi rating okay. Ahmad Nourollahi num awards 0. Ahmad Nourollahi domain athletes.,Ahmad Nourollahi Association Football N/A Azadshahr Okay 0," Ahmad Nourollahi is an okay-rated association football player from Azadshahr, who has not won any awards.",inform,athletes,1,6
"inform(name[Nick Kyrgios], sport[tennis], start time[2013], num awards[0], sports teams[N/A], team positions[N/A])",Nick Kyrgios sport tennis. Nick Kyrgios start time 2013. Nick Kyrgios num awards 0. Nick Kyrgios sports teams N/A. Nick Kyrgios team positions N/A. Nick Kyrgios domain athletes.,Nick Kyrgios Tennis 2013 0 N/A N/A,Nick Kyrgios is a tennis athlete who started playing in 2013 and has not won any awards.,inform,athletes,1,6
"inform(name[Fredy Montero], sport[association football], place of birth[Campo de la Cruz], rating[okay], num awards[0], sports teams[Deportivo Cali, Atlético Huila])","Fredy Montero sport association football. Fredy Montero place of birth Campo de la Cruz. Fredy Montero rating okay. Fredy Montero num awards 0. Fredy Montero sports teams Deportivo Cali, Atlético Huila. Fredy Montero domain athletes.","Fredy Montero Association Football Campo De La Cruz Okay 0 Deportivo Cali, Atlético Huila",Fredy Montero is an okay rated association football player from Campo de la Cruz who has not won any awards. He has played for Deportivo Cali and Atlético Huila.,inform,athletes,1,6
"inform(name[Kendall Gill], sport[basketball], height[196], stats leader[N/A], date of birth[May 25, 1968], sports teams[Seattle SuperSonics, Illinois Fighting Illini mens basketball])","Kendall Gill sport basketball. Kendall Gill height 196. Kendall Gill stats leader N/A. Kendall Gill date of birth May 25, 1968. Kendall Gill sports teams Seattle SuperSonics, Illinois Fighting Illini mens basketball. Kendall Gill domain athletes.","Kendall Gill Basketball 196 N/A May 25, 1968 Seattle Supersonics, Illinois Fighting Illini Mens Basketball"," Kendall Gill is a 196 cm tall basketball athlete, born on May 25, 1968. He has played for the Seattle SuperSonics and the Illinois Fighting Illini men's basketball team.",inform,athletes,1,6
"inform(name[Besart Berisha], sport[association football], num awards[0], place of birth[Prishtina], height[185], rating[okay])",Besart Berisha sport association football. Besart Berisha num awards 0. Besart Berisha place of birth Prishtina. Besart Berisha height 185. Besart Berisha rating okay. Besart Berisha domain athletes.,Besart Berisha Association Football 0 Prishtina 185 Okay,Besart Berisha is an okay rated association football player from Prishtina who is 185 cm tall and has not won any awards.,inform,athletes,1,6
"inform(name[Robert Lewandowski], sport[association football], rating[good], stats leader[2022 FIFA World Cup Match 22], place of birth[Warsaw], team positions[forward])",Robert Lewandowski sport association football. Robert Lewandowski rating good. Robert Lewandowski stats leader 2022 FIFA World Cup Match 22. Robert Lewandowski place of birth Warsaw. Robert Lewandowski team positions forward. Robert Lewandowski domain athletes.,Robert Lewandowski Association Football Good 2022 Fifa World Cup Match 22 Warsaw Forward,Robert Lewandowski is a good association football player from Warsaw who plays as a forward. He is the stats leader for 2022 FIFA World Cup Match 22.,inform,athletes,1,6
"inform(name[David Beckham], sport[association football], sports teams[Real Madrid CF, England national under-21 association football team], stats leader[2006 FIFA World Cup Match 19], rating[excellent], height[183])","David Beckham sport association football. David Beckham sports teams Real Madrid CF, England national under-21 association football team. David Beckham stats leader 2006 FIFA World Cup Match 19. David Beckham rating excellent. David Beckham height 183. David Beckham domain athletes.","David Beckham Association Football Real Madrid Cf, England National Under-21 Association Football Team 2006 Fifa World Cup Match 19 Excellent 183",David Beckham is an excellent 183 cm tall association football player who has played for Real Madrid CF and England national under-21 football team. He was the leading stats leader for 2006 FIFA World Cup Match 19.,inform,athletes,1,6
"inform(name[Nick Kyrgios], sport[tennis], date of birth[April 27, 1995], start time[2013], team positions[N/A], num awards[0])","Nick Kyrgios sport tennis. Nick Kyrgios date of birth April 27, 1995. Nick Kyrgios start time 2013. Nick Kyrgios team positions N/A. Nick Kyrgios num awards 0. Nick Kyrgios domain athletes.","Nick Kyrgios Tennis April 27, 1995 2013 N/A 0"," Nick Kyrgios is a tennis athlete, born on April 27, 1995. He has been playing since 2013 and has not won any awards.",inform,athletes,1,6
"inform(name[Arike Ogunbowale], sport[basketball], num awards[2], awards[NCAA Basketball Tournament Most Outstanding Player], start time[2019], rating[okay])",Arike Ogunbowale sport basketball. Arike Ogunbowale num awards 2. Arike Ogunbowale awards NCAA Basketball Tournament Most Outstanding Player. Arike Ogunbowale start time 2019. Arike Ogunbowale rating okay. Arike Ogunbowale domain athletes.,Arike Ogunbowale Basketball 2 Ncaa Basketball Tournament Most Outstanding Player 2019 Okay,Arike Ogunbowale is an okay rated basketball player who started in 2019 and won the NCAA Basketball Tournament Most Outstanding Player award twice.,inform,athletes,1,6
"inform(name[Ahmad Nourollahi], sport[association football], start time[2011], place of birth[Azadshahr], num awards[0], date of birth[February 1, 1993])","Ahmad Nourollahi sport association football. Ahmad Nourollahi start time 2011. Ahmad Nourollahi place of birth Azadshahr. Ahmad Nourollahi num awards 0. Ahmad Nourollahi date of birth February 1, 1993. Ahmad Nourollahi domain athletes.","Ahmad Nourollahi Association Football 2011 Azadshahr 0 February 1, 1993"," Ahmad Nourollahi is an association football player from Azadshahr, born on February 1, 1993. He started playing in 2011 and has not won any awards.",inform,athletes,1,6
"inform(name[Djamel Belmadi], sport[association football], start time[1996], awards[N/A], rating[okay], height[175])",Djamel Belmadi sport association football. Djamel Belmadi start time 1996. Djamel Belmadi awards N/A. Djamel Belmadi rating okay. Djamel Belmadi height 175. Djamel Belmadi domain athletes.,Djamel Belmadi Association Football 1996 N/A Okay 175,Djamel Belmadi is an okay rated association football player who started in 1996 and is 175 cm tall.,inform,athletes,1,6
"inform(name[Wayne Rooney], sport[association football], date of birth[October 24, 1985], awards[FWA Footballer of the Year], rating[good], stats leader[2008 FIFA Club World Cup])","Wayne Rooney sport association football. Wayne Rooney date of birth October 24, 1985. Wayne Rooney awards FWA Footballer of the Year. Wayne Rooney rating good. Wayne Rooney stats leader 2008 FIFA Club World Cup. Wayne Rooney domain athletes.","Wayne Rooney Association Football October 24, 1985 Fwa Footballer Of The Year Good 2008 Fifa Club World Cup"," Wayne Rooney is a good rated association football player born on October 24, 1985. He won the FWA Footballer of the Year award and was the leading stats leader for the 2008 FIFA Club World Cup.",inform,athletes,1,6
"inform(name[Leon Osman], sport[association football], place of birth[Wigan], stats leader[N/A], sports teams[Everton F.C., Derby County F.C.], date of birth[May 17, 1981])","Leon Osman sport association football. Leon Osman place of birth Wigan. Leon Osman stats leader N/A. Leon Osman sports teams Everton F.C., Derby County F.C.. Leon Osman date of birth May 17, 1981. Leon Osman domain athletes.","Leon Osman Association Football Wigan N/A Everton F.C., Derby County F.C. May 17, 1981"," Leon Osman is an association football athlete from Wigan, born on May 17, 1981. He has played for Everton F.C. and Derby County F.C., but has not been a stats leader.",inform,athletes,1,6
"inform(name[Neymar], sport[association football], date of birth[February 5, 1992], team positions[wing half], rating[good], awards[South American Footballer of the Year])","Neymar sport association football. Neymar date of birth February 5, 1992. Neymar team positions wing half. Neymar rating good. Neymar awards South American Footballer of the Year. Neymar domain athletes.","Neymar Association Football February 5, 1992 Wing Half Good South American Footballer Of The Year"," Neymar is a good rated association football player who was born on February 5, 1992 and plays as a wing half. He has won the South American Footballer of the Year award.",inform,athletes,1,6
"inform(name[Tim Thomas], sport[basketball], num awards[0], sports teams[Los Angeles Clippers, Villanova Wildcats mens basketball], start time[1997], place of birth[Paterson])","Tim Thomas sport basketball. Tim Thomas num awards 0. Tim Thomas sports teams Los Angeles Clippers, Villanova Wildcats mens basketball. Tim Thomas start time 1997. Tim Thomas place of birth Paterson. Tim Thomas domain athletes.","Tim Thomas Basketball 0 Los Angeles Clippers, Villanova Wildcats Mens Basketball 1997 Paterson",Tim Thomas is a basketball athlete from Paterson who has not won any awards. He began playing in 1997 for the Los Angeles Clippers and the Villanova Wildcats men's basketball team.,inform,athletes,1,6
"inform(name[Alexis Mac Allister], sport[association football], stats leader[Poland v Argentina], awards[N/A], num awards[0], rating[okay])",Alexis Mac Allister sport association football. Alexis Mac Allister stats leader Poland v Argentina. Alexis Mac Allister awards N/A. Alexis Mac Allister num awards 0. Alexis Mac Allister rating okay. Alexis Mac Allister domain athletes.,Alexis Mac Allister Association Football Poland V Argentina N/A 0 Okay," Alexis Mac Allister is an okay-rated association football player who had the leading stats for Poland v Argentina, but has not won any awards.",inform,athletes,1,6
