index,mr_new,pseudo_mr,da,text,num_hops,num_triples,LM_prob,PPL,pseudo_bleu,scores,pred,criteria,shape,,
652,Ahmad Nourollahi sport association football. Ahmad Nourollahi awards N/A. Ahmad Nourollahi place of birth Azadshahr. Ahmad Nourollahi rating okay. Ahmad Nourollahi num awards 0. Ahmad Nourollahi domain athletes.,Ahmad Nourollahi Association Football N/A Azadshahr Okay 0,inform," Ahmad Nourollahi is an okay-rated association football player from Azadshahr, who has not won any awards.",1,6,0.003248642714,307.8208618,4.75362206,0.85716456,inform,match_scores,(X (X) (X) (X) (X) (X) (X)),1,16
653,Nick Kyrgios sport tennis. Nick Kyrgios start time 2013. Nick Kyrgios num awards 0. Nick Kyrgios sports teams N/A. Nick Kyrgios team positions N/A. Nick Kyrgios domain athletes.,Nick Kyrgios Tennis 2013 0 N/A N/A,inform,Nick Kyrgios is a tennis athlete who started playing in 2013 and has not won any awards.,1,6,0.02389439738,41.85081482,4.75362206,0.67875314,inform,match_scores,(X (X) (X) (X) (X) (X) (X)),1,17
654,"Fredy Montero sport association football. Fredy Montero place of birth Campo de la Cruz. Fredy Montero rating okay. Fredy Montero num awards 0. Fredy Montero sports teams Deportivo Cali, Atlético Huila. Fredy Montero domain athletes.","Fredy Montero Association Football Campo De La Cruz Okay 0 Deportivo Cali, Atlético Huila",inform,Fredy Montero is an okay rated association football player from Campo de la Cruz who has not won any awards. He has played for Deportivo Cali and Atlético Huila.,1,6,0.01773327742,56.39115524,4.464476787,0.87072134,inform,match_scores_PPL,(X (X) (X) (X) (X) (X) (X)),1,29
655,"Kendall Gill sport basketball. Kendall Gill height 196. Kendall Gill stats leader N/A. Kendall Gill date of birth May 25, 1968. Kendall Gill sports teams Seattle SuperSonics, Illinois Fighting Illini mens basketball. Kendall Gill domain athletes.","Kendall Gill Basketball 196 N/A May 25, 1968 Seattle Supersonics, Illinois Fighting Illini Mens Basketball",inform," Kendall Gill is a 196 cm tall basketball athlete, born on May 25, 1968. He has played for the Seattle SuperSonics and the Illinois Fighting Illini men's basketball team.",1,6,0.0308539919,32.41071701,12.17802107,0.87239707,inform,match_scores,(X (X) (X) (X) (X) (X) (X)),1,29
656,Besart Berisha sport association football. Besart Berisha num awards 0. Besart Berisha place of birth Prishtina. Besart Berisha height 185. Besart Berisha rating okay. Besart Berisha domain athletes.,Besart Berisha Association Football 0 Prishtina 185 Okay,inform,Besart Berisha is an okay rated association football player from Prishtina who is 185 cm tall and has not won any awards.,1,6,0.01066341072,93.77862549,3.916449665,0.78111154,inform,match_scores,(X (X) (X) (X) (X) (X) (X)),1,22
657,Robert Lewandowski sport association football. Robert Lewandowski rating good. Robert Lewandowski stats leader 2022 FIFA World Cup Match 22. Robert Lewandowski place of birth Warsaw. Robert Lewandowski team positions forward. Robert Lewandowski domain athletes.,Robert Lewandowski Association Football Good 2022 Fifa World Cup Match 22 Warsaw Forward,inform,Robert Lewandowski is a good association football player from Warsaw who plays as a forward. He is the stats leader for 2022 FIFA World Cup Match 22.,1,6,0.01005599802,99.44313812,10.29370477,0.8922298,inform,match_scores,(X (X) (X) (X) (X) (X) (X)),1,27
658,"David Beckham sport association football. David Beckham sports teams Real Madrid CF, England national under-21 association football team. David Beckham stats leader 2006 FIFA World Cup Match 19. David Beckham rating excellent. David Beckham height 183. David Beckham domain athletes.","David Beckham Association Football Real Madrid Cf, England National Under-21 Association Football Team 2006 Fifa World Cup Match 19 Excellent 183",inform,David Beckham is an excellent 183 cm tall association football player who has played for Real Madrid CF and England national under-21 football team. He was the leading stats leader for 2006 FIFA World Cup Match 19.,1,6,0.01232221224,81.15425873,8.639926823,0.88166493,inform,match_scores,(X (X) (X) (X) (X) (X) (X)),1,37
659,"Nick Kyrgios sport tennis. Nick Kyrgios date of birth April 27, 1995. Nick Kyrgios start time 2013. Nick Kyrgios team positions N/A. Nick Kyrgios num awards 0. Nick Kyrgios domain athletes.","Nick Kyrgios Tennis April 27, 1995 2013 N/A 0",inform," Nick Kyrgios is a tennis athlete, born on April 27, 1995. He has been playing since 2013 and has not won any awards.",1,6,0.03975513974,25.15398026,10.7380375,0.79618603,inform,match_scores,(X (X) (X) (X) (X) (X) (X)),1,23
660,Arike Ogunbowale sport basketball. Arike Ogunbowale num awards 2. Arike Ogunbowale awards NCAA Basketball Tournament Most Outstanding Player. Arike Ogunbowale start time 2019. Arike Ogunbowale rating okay. Arike Ogunbowale domain athletes.,Arike Ogunbowale Basketball 2 Ncaa Basketball Tournament Most Outstanding Player 2019 Okay,inform,Arike Ogunbowale is an okay rated basketball player who started in 2019 and won the NCAA Basketball Tournament Most Outstanding Player award twice.,1,6,0.01143390914,87.45915222,17.51489536,0.9131566,inform,match_scores,(X (X) (X) (X) (X) (X) (X)),1,23
661,"Ahmad Nourollahi sport association football. Ahmad Nourollahi start time 2011. Ahmad Nourollahi place of birth Azadshahr. Ahmad Nourollahi num awards 0. Ahmad Nourollahi date of birth February 1, 1993. Ahmad Nourollahi domain athletes.","Ahmad Nourollahi Association Football 2011 Azadshahr 0 February 1, 1993",inform," Ahmad Nourollahi is an association football player from Azadshahr, born on February 1, 1993. He started playing in 2011 and has not won any awards.",1,6,0.0103300506,96.8049469,10.29370477,0.8662231,inform,match_scores,(X (X) (X) (X) (X) (X) (X)),1,25
662,Djamel Belmadi sport association football. Djamel Belmadi start time 1996. Djamel Belmadi awards N/A. Djamel Belmadi rating okay. Djamel Belmadi height 175. Djamel Belmadi domain athletes.,Djamel Belmadi Association Football 1996 N/A Okay 175,inform,Djamel Belmadi is an okay rated association football player who started in 1996 and is 175 cm tall.,1,6,0.005179021014,193.0866852,4.814971807,0.82113874,inform,match_scores,(X (X) (X) (X) (X) (X) (X)),1,18
663,"Wayne Rooney sport association football. Wayne Rooney date of birth October 24, 1985. Wayne Rooney awards FWA Footballer of the Year. Wayne Rooney rating good. Wayne Rooney stats leader 2008 FIFA Club World Cup. Wayne Rooney domain athletes.","Wayne Rooney Association Football October 24, 1985 Fwa Footballer Of The Year Good 2008 Fifa Club World Cup",inform," Wayne Rooney is a good rated association football player born on October 24, 1985. He won the FWA Footballer of the Year award and was the leading stats leader for the 2008 FIFA Club World Cup.",1,6,0.02426503673,41.2115593,10.22763759,0.89140016,inform,match_scores,(X (X) (X) (X) (X) (X) (X)),1,36
664,"Leon Osman sport association football. Leon Osman place of birth Wigan. Leon Osman stats leader N/A. Leon Osman sports teams Everton F.C., Derby County F.C.. Leon Osman date of birth May 17, 1981. Leon Osman domain athletes.","Leon Osman Association Football Wigan N/A Everton F.C., Derby County F.C. May 17, 1981",inform," Leon Osman is an association football athlete from Wigan, born on May 17, 1981. He has played for Everton F.C. and Derby County F.C., but has not been a stats leader.",1,6,0.02519925313,39.68371582,28.85396381,0.87457293,inform,match_scores,(X (X) (X) (X) (X) (X) (X)),1,31
665,"Neymar sport association football. Neymar date of birth February 5, 1992. Neymar team positions wing half. Neymar rating good. Neymar awards South American Footballer of the Year. Neymar domain athletes.","Neymar Association Football February 5, 1992 Wing Half Good South American Footballer Of The Year",inform," Neymar is a good rated association football player who was born on February 5, 1992 and plays as a wing half. He has won the South American Footballer of the Year award.",1,6,0.02333638854,42.85153198,10.18077225,0.86787605,inform,match_scores,(X (X) (X) (X) (X) (X) (X)),1,32
666,"Tim Thomas sport basketball. Tim Thomas num awards 0. Tim Thomas sports teams Los Angeles Clippers, Villanova Wildcats mens basketball. Tim Thomas start time 1997. Tim Thomas place of birth Paterson. Tim Thomas domain athletes.","Tim Thomas Basketball 0 Los Angeles Clippers, Villanova Wildcats Mens Basketball 1997 Paterson",inform,Tim Thomas is a basketball athlete from Paterson who has not won any awards. He began playing in 1997 for the Los Angeles Clippers and the Villanova Wildcats men's basketball team.,1,6,0.02403256292,41.61021042,6.543067635,0.87701756,inform,match_scores,(X (X) (X) (X) (X) (X) (X)),1,31
667,Alexis Mac Allister sport association football. Alexis Mac Allister stats leader Poland v Argentina. Alexis Mac Allister awards N/A. Alexis Mac Allister num awards 0. Alexis Mac Allister rating okay. Alexis Mac Allister domain athletes.,Alexis Mac Allister Association Football Poland V Argentina N/A 0 Okay,inform," Alexis Mac Allister is an okay-rated association football player who had the leading stats for Poland v Argentina, but has not won any awards.",1,6,0.004598181159,217.4772949,6.109833741,0.79401535,inform,match_scores,(X (X) (X) (X) (X) (X) (X)),1,24
668,Zizinho sport association football. Zizinho awards N/A. Zizinho num awards 0. Zizinho rating okay. Zizinho height 169. Zizinho domain athletes.,Zizinho Association Football N/A 0 Okay 169,inform,Zizinho is an okay rated association football player who is 169 cm tall and has not won any awards.,1,6,0.004582022261,218.2442474,2.276859592,0.668094,inform,match_scores,(X (X) (X) (X) (X) (X) (X)),1,19
669,"Floyd Mayweather sport boxing. Floyd Mayweather team positions N/A. Floyd Mayweather start time 1996. Floyd Mayweather num awards 2. Floyd Mayweather date of birth February 24, 1977. Floyd Mayweather domain athletes.","Floyd Mayweather Boxing N/A 1996 2 February 24, 1977",inform," Floyd Mayweather is an athlete who has been boxing since 1996 and was born on February 24, 1977. He has won 2 awards.",1,6,0.03257513282,30.69826317,11.55664799,0.83365095,inform,match_scores,(X (X) (X) (X) (X) (X) (X)),1,23
670,Maryna Zanevska sport tennis. Maryna Zanevska stats leader N/A. Maryna Zanevska team positions N/A. Maryna Zanevska awards N/A. Maryna Zanevska sports teams Belgium Billie Jean King Cup team. Maryna Zanevska domain athletes.,Maryna Zanevska Tennis N/A N/A N/A Belgium Billie Jean King Cup Team,inform,Maryna Zanevska is a tennis athlete who plays for the Belgium Billie Jean King Cup team.,1,6,0.009329143266,107.190979,23.217264,0.76517594,inform,match_scores,(X (X) (X) (X) (X) (X) (X)),1,16
671,"Tim Thomas sport basketball. Tim Thomas start time 1997. Tim Thomas stats leader N/A. Tim Thomas sports teams Dallas Mavericks, Phoenix Suns. Tim Thomas date of birth February 26, 1977. Tim Thomas domain athletes.","Tim Thomas Basketball 1997 N/A Dallas Mavericks, Phoenix Suns February 26, 1977",inform," Tim Thomas is a basketball athlete born on February 26, 1977, who has played for the Dallas Mavericks and Phoenix Suns since 1997.",1,6,0.02883870801,34.67561722,14.15394535,0.889116,inform,match_scores,(X (X) (X) (X) (X) (X) (X)),1,23
672,"Cristiano Ronaldo sport association football. Cristiano Ronaldo start time 2002. Cristiano Ronaldo stats leader UEFA Euro 2012. Cristiano Ronaldo date of birth February 5, 1985. Cristiano Ronaldo height 189. Cristiano Ronaldo domain athletes.","Cristiano Ronaldo Association Football 2002 Uefa Euro 2012 February 5, 1985 189",inform," Cristiano Ronaldo is an association football player born on February 5, 1985 who stands 189cm tall. He began playing in 2002 and was the stats leader for UEFA Euro 2012.",1,6,0.01992129484,50.19754028,9.784168214,0.8396489,inform,match_scores,(X (X) (X) (X) (X) (X) (X)),1,30
673,"Billy Vunipola sport rugby union. Billy Vunipola team positions number 8. Billy Vunipola height 188. Billy Vunipola date of birth November 3, 1992. Billy Vunipola num awards 0. Billy Vunipola domain athletes.","Billy Vunipola Rugby Union Number 8 188 November 3, 1992 0",inform," Billy Vunipola is a 188 cm tall rugby union player, born on November 3, 1992, who plays the number 8 position. He has not won any awards.",1,6,0.02071113137,48.28321457,9.279771068,0.8005709,inform,match_scores,(X (X) (X) (X) (X) (X) (X)),1,27
674,Davie Selke sport association football. Davie Selke height 192. Davie Selke team positions forward. Davie Selke num awards 0. Davie Selke awards N/A. Davie Selke domain athletes.,Davie Selke Association Football 192 Forward 0 N/A,inform,Davie Selke is a 192 cm tall association football forward who has not won any awards.,1,6,0.004049090277,246.9690552,5.061867435,0.7634035,inform,match_scores_PPL,(X (X) (X) (X) (X) (X) (X)),1,16
675,"Jake Paul sport boxing. Jake Paul date of birth January 17, 1997. Jake Paul rating okay. Jake Paul awards Gold Play Button. Jake Paul num awards 3. Jake Paul domain athletes.","Jake Paul Boxing January 17, 1997 Okay Gold Play Button 3",inform," Jake Paul is an okay-rated boxer born on January 17, 1997, who has won 3 awards, including a Gold Play Button.",1,6,0.008385378891,119.2551956,15.60424227,0.8116755,inform,match_scores,(X (X) (X) (X) (X) (X) (X)),1,21
676,"Larry Bird sport basketball. Larry Bird sports teams Indiana Hoosiers mens basketball, Indiana State Sycamores mens basketball. Larry Bird height 206. Larry Bird num awards 11. Larry Bird rating excellent. Larry Bird domain athletes.","Larry Bird Basketball Indiana Hoosiers Mens Basketball, Indiana State Sycamores Mens Basketball 206 11 Excellent",inform,Larry Bird is an excellent basketball player who stands at 206 cm tall. He has won 11 awards and has played for the Indiana Hoosiers men's basketball and the Indiana State Sycamores men's basketball.,1,6,0.0396408066,25.22653008,5.973478099,0.90541697,inform,match_scores,(X (X) (X) (X) (X) (X) (X)),1,34
677,Neymar sport association football. Neymar sports teams Paris Saint-Germain F.C.. Neymar height 175. Neymar team positions wing half. Neymar stats leader 2014–15 UEFA Champions League. Neymar domain athletes.,Neymar Association Football Paris Saint-Germain F.C. 175 Wing Half 2014–15 Uefa Champions League,inform," Neymar is an association football player for Paris Saint-Germain F.C., standing at 175 cm tall. He plays as a wing half and was the leading stats leader for the 2014–15 UEFA Champions League.",1,6,0.0290746314,34.39424515,14.15282668,0.88712895,inform,match_scores,(X (X) (X) (X) (X) (X) (X)),1,33
678,"Besart Berisha sport association football. Besart Berisha date of birth July 29, 1985. Besart Berisha rating okay. Besart Berisha awards N/A. Besart Berisha sports teams Hamburger SV, AaB Fodbold. Besart Berisha domain athletes.","Besart Berisha Association Football July 29, 1985 Okay N/A Hamburger Sv, Aab Fodbold",inform," Besart Berisha is an okay rated association football player, born on July 29, 1985, who has played for Hamburger SV and AaB Fodbold but has not won any awards.",1,6,0.01058634724,94.46128845,9.253294989,0.831796,inform,match_scores,(X (X) (X) (X) (X) (X) (X)),1,29
679,"Renato Steffen sport association football. Renato Steffen stats leader N/A. Renato Steffen height 170. Renato Steffen place of birth Aarau. Renato Steffen date of birth November 3, 1991. Renato Steffen domain athletes.","Renato Steffen Association Football N/A 170 Aarau November 3, 1991",inform," Renato Steffen is an association football athlete who was born on November 3, 1991 in Aarau and is 170 cm tall.",1,6,0.01246013403,80.25595856,13.17331394,0.8220319,inform,match_scores_PPL,(X (X) (X) (X) (X) (X) (X)),1,21
680,"Jake Paul sport boxing. Jake Paul num awards 3. Jake Paul stats leader N/A. Jake Paul rating okay. Jake Paul sports teams N/A. Jake Paul date of birth January 17, 1997. Jake Paul domain athletes.","Jake Paul Boxing 3 N/A Okay N/A January 17, 1997",inform," Jake Paul is an okay-rated boxer who was born on January 17, 1997 and has won 3 awards.",1,7,0.01149344856,87.00608826,14.81394579,0.7105438,inform,match_scores,(X (X) (X) (X) (X) (X) (X) (X)),1,18
681,"Kendall Gill sport basketball. Kendall Gill stats leader N/A. Kendall Gill team positions small forward. Kendall Gill awards N/A. Kendall Gill place of birth Paisley. Kendall Gill sports teams Seattle SuperSonics, Charlotte Hornets. Kendall Gill domain athletes.","Kendall Gill Basketball N/A Small Forward N/A Paisley Seattle Supersonics, Charlotte Hornets",inform,Kendall Gill is a basketball player from Paisley who plays as a small forward for the Seattle SuperSonics and Charlotte Hornets.,1,7,0.02373621996,42.12970734,5.406502669,0.83398867,inform,match_scores,(X (X) (X) (X) (X) (X) (X) (X)),1,21
682,"Sam Morsy sport association football. Sam Morsy start time 2009. Sam Morsy rating okay. Sam Morsy date of birth September 10, 1991. Sam Morsy num awards 0. Sam Morsy stats leader N/A. Sam Morsy domain athletes.","Sam Morsy Association Football 2009 Okay September 10, 1991 0 N/A",inform," Sam Morsy is an okay rated association football player who was born on September 10, 1991 and has played since 2009. He has not won any awards or been a stats leader.",1,7,0.01638902119,61.0164566,8.17041821,0.70380014,inform,match_scores,(X (X) (X) (X) (X) (X) (X) (X)),1,32
683,"Fredy Montero sport association football. Fredy Montero sports teams Tianjin Jinmen Tiger F.C., Deportivo Cali. Fredy Montero date of birth July 26, 1987. Fredy Montero start time 2005. Fredy Montero rating okay. Fredy Montero num awards 0. Fredy Montero domain athletes.","Fredy Montero Association Football Tianjin Jinmen Tiger F.C., Deportivo Cali July 26, 1987 2005 Okay 0",inform," Fredy Montero is an okay rated association football player born on July 26, 1987. He has been playing for Tianjin Jinmen Tiger F.C. and Deportivo Cali since 2005, but has not won any awards.",1,7,0.01965731083,50.87165833,22.78003567,0.8812849,inform,match_scores,(X (X) (X) (X) (X) (X) (X) (X)),1,34
684,"Conor Washington sport association football. Conor Washington place of birth Chatham. Conor Washington awards N/A. Conor Washington date of birth May 18, 1992. Conor Washington rating okay. Conor Washington sports teams Newport County A.F.C., St Ives Town F.C.. Conor Washington domain athletes.","Conor Washington Association Football Chatham N/A May 18, 1992 Okay Newport County A.F.C., St Ives Town F.C.",inform," Conor Washington is an okay-rated association football player from Chatham, born on May 18, 1992. He has played for Newport County A.F.C. and St Ives Town F.C.",1,7,0.01622818006,61.62120438,41.15674888,0.9012792,inform,match_scores,(X (X) (X) (X) (X) (X) (X) (X)),1,27
685,Alexis Mac Allister sport association football. Alexis Mac Allister place of birth Santa Rosa. Alexis Mac Allister height 176. Alexis Mac Allister team positions midfielder. Alexis Mac Allister stats leader Poland v Argentina. Alexis Mac Allister awards N/A. Alexis Mac Allister domain athletes.,Alexis Mac Allister Association Football Santa Rosa 176 Midfielder Poland V Argentina N/A,inform,Alexis Mac Allister is a 176cm tall association football midfielder from Santa Rosa. He was the leading stats leader in the Poland v Argentina match.,1,7,0.004974186012,201.0379181,7.066026049,0.85756594,inform,match_scores,(X (X) (X) (X) (X) (X) (X) (X)),1,25
686,"O. J. Simpson sport athletics. O. J. Simpson sports teams San Francisco 49ers, USC Trojans football. O. J. Simpson place of birth San Francisco. O. J. Simpson date of birth July 9, 1947. O. J. Simpson start time 1969. O. J. Simpson team positions running back. O. J. Simpson domain athletes.","O. J. Simpson Athletics San Francisco 49Ers, Usc Trojans Football San Francisco July 9, 1947 1969 Running Back",inform," O. J. Simpson is an athlete, born on July 9, 1947 in San Francisco. He has been playing for the San Francisco 49ers and USC Trojans football teams since 1969 as a running back.",1,7,0.06856833161,14.583992,17.71478795,0.9172259,inform,match_scores,(X (X) (X) (X) (X) (X) (X) (X)),1,34
687,"Peter Lorimer sport association football. Peter Lorimer start time 1962. Peter Lorimer date of birth December 14, 1946. Peter Lorimer team positions wing half. Peter Lorimer stats leader N/A. Peter Lorimer height 1.77. Peter Lorimer domain athletes.","Peter Lorimer Association Football 1962 December 14, 1946 Wing Half N/A 1.77",inform," Peter Lorimer is an athlete born on December 14, 1946 who began playing association football in 1962. He stands at 1.77m tall and was a wing half.",1,7,0.01388371772,72.02681732,9.605870882,0.8492071,inform,match_scores,(X (X) (X) (X) (X) (X) (X) (X)),1,27
688,"Andy Murray sport tennis. Andy Murray num awards 5. Andy Murray awards Laureus World Sports Award for Breakthrough of the Year. Andy Murray rating good. Andy Murray date of birth May 15, 1987. Andy Murray place of birth Glasgow. Andy Murray domain athletes.","Andy Murray Tennis 5 Laureus World Sports Award For Breakthrough Of The Year Good May 15, 1987 Glasgow",inform," Andy Murray is a good rated tennis player born in Glasgow on May 15, 1987. He has won 5 awards, including the Laureus World Sports Award for Breakthrough of the Year.",1,7,0.02327443194,42.96560287,15.80433751,0.9036106,inform,match_scores_PPL,(X (X) (X) (X) (X) (X) (X) (X)),1,31
689,"Monty Brown sport American football. Monty Brown date of birth April 13, 1970. Monty Brown stats leader N/A. Monty Brown place of birth Saginaw. Monty Brown height 188. Monty Brown awards N/A. Monty Brown domain athletes.","Monty Brown American Football April 13, 1970 N/A Saginaw 188 N/A",inform," Monty Brown is an American football athlete born on April 13, 1970 in Saginaw, who stands at 188 cm tall and has not won any awards.",1,7,0.02037265204,49.08541107,10.60131743,0.7540528,inform,match_scores,(X (X) (X) (X) (X) (X) (X) (X)),1,26
690,"David Beckham sport association football. David Beckham start time 1992. David Beckham stats leader 2006 FIFA World Cup Match 19. David Beckham date of birth May 2, 1975. David Beckham place of birth London. David Beckham sports teams Paris Saint-Germain F.C., England national under-18 association football team. David Beckham domain athletes.","David Beckham Association Football 1992 2006 Fifa World Cup Match 19 May 2, 1975 London Paris Saint-Germain F.C., England National Under-18 Association Football Team",inform," David Beckham, born in London on May 2, 1975, is an association football player who has played for Paris Saint-Germain F.C. and England national under-18 association football team since 1992. He was the leading stats leader for 2006 FIFA World Cup Match 19.",1,7,0.03250531843,30.7641964,20.24746974,0.9264238,inform,match_scores,(X (X) (X) (X) (X) (X) (X) (X)),1,43
691,"Larry Bird sport basketball. Larry Bird rating excellent. Larry Bird place of birth West Baden Springs. Larry Bird num awards 11. Larry Bird height 206. Larry Bird date of birth December 7, 1956. Larry Bird domain athletes.","Larry Bird Basketball Excellent West Baden Springs 11 206 December 7, 1956",inform," Larry Bird is an excellent basketball player born on December 7, 1956 in West Baden Springs. He is 206 cm tall and has won 11 awards.",1,7,0.01344151604,74.39636993,13.65189729,0.8731868,inform,match_scores,(X (X) (X) (X) (X) (X) (X) (X)),1,26
692,"Kendall Gill sport basketball. Kendall Gill awards N/A. Kendall Gill date of birth May 25, 1968. Kendall Gill num awards 0. Kendall Gill sports teams Minnesota Timberwolves, Chicago Bulls. Kendall Gill place of birth Paisley. Kendall Gill domain athletes.","Kendall Gill Basketball N/A May 25, 1968 0 Minnesota Timberwolves, Chicago Bulls Paisley",inform," Kendall Gill is a basketball player born on May 25, 1968 in Paisley. He has not won any awards, but has played for the Minnesota Timberwolves and Chicago Bulls.",1,7,0.03890811375,25.70158005,11.00408424,0.8618058,inform,match_scores,(X (X) (X) (X) (X) (X) (X) (X)),1,29
693,"John Fleck sport association football. John Fleck sports teams Scotland national under-21 football team, Coventry City F.C.. John Fleck stats leader N/A. John Fleck num awards 0. John Fleck date of birth August 24, 1991. John Fleck start time 2007. John Fleck domain athletes.","John Fleck Association Football Scotland National Under-21 Football Team, Coventry City F.C. N/A 0 August 24, 1991 2007",inform," John Fleck is an association football player born on August 24, 1991 who has been playing for the Scotland national under-21 football team and Coventry City F.C. since 2007. He has not won any awards.",1,7,0.02821096322,35.44721222,18.78116092,0.8706881,inform,match_scores,(X (X) (X) (X) (X) (X) (X) (X)),1,35
694,"Monty Brown sport American football. Monty Brown start time 2001. Monty Brown date of birth April 13, 1970. Monty Brown team positions linebacker. Monty Brown stats leader N/A. Monty Brown height 188. Monty Brown domain athletes.","Monty Brown American Football 2001 April 13, 1970 Linebacker N/A 188",inform," Monty Brown is a 188 cm tall American football linebacker who began playing in 2001. He was born on April 13, 1970.",1,7,0.01761515394,56.76930237,12.40959712,0.84153044,inform,match_scores,(X (X) (X) (X) (X) (X) (X) (X)),1,22
695,Jude Bellingham sport association football. Jude Bellingham rating okay. Jude Bellingham stats leader N/A. Jude Bellingham awards N/A. Jude Bellingham height 186. Jude Bellingham start time 2019. Jude Bellingham domain athletes.,Jude Bellingham Association Football Okay N/A N/A 186 2019,inform,Jude Bellingham is an okay rated association football player who is 186 cm tall and has been playing since 2019.,1,7,0.004517833814,221.3450165,4.319402268,0.68012387,inform,match_scores,(X (X) (X) (X) (X) (X) (X) (X)),1,20
696,"Sam Morsy sport association football. Sam Morsy date of birth September 10, 1991. Sam Morsy stats leader N/A. Sam Morsy team positions midfielder. Sam Morsy awards N/A. Sam Morsy height 175. Sam Morsy domain athletes.","Sam Morsy Association Football September 10, 1991 N/A Midfielder N/A 175",inform," Sam Morsy is an association football player born on September 10, 1991, who stands at 175 cm tall and usually plays as a midfielder.",1,7,0.01529144178,65.39605713,10.7380375,0.69803685,inform,match_scores,(X (X) (X) (X) (X) (X) (X) (X)),1,24
697,"Kendall Gill sport basketball. Kendall Gill team positions small forward. Kendall Gill num awards 0. Kendall Gill rating okay. Kendall Gill stats leader N/A. Kendall Gill sports teams Minnesota Timberwolves, Miami Heat. Kendall Gill domain athletes.","Kendall Gill Basketball Small Forward 0 Okay N/A Minnesota Timberwolves, Miami Heat",inform," Kendall Gill is an okay rated basketball player who has played for the Minnesota Timberwolves and Miami Heat as a small forward, without any awards.",1,7,0.01551564556,64.45107269,4.996434935,0.8328441,inform,match_scores,(X (X) (X) (X) (X) (X) (X) (X)),1,25
698,"Wilt Chamberlain sport basketball. Wilt Chamberlain team positions center. Wilt Chamberlain sports teams Golden State Warriors, Philadelphia Warriors. Wilt Chamberlain start time 1959. Wilt Chamberlain height 216. Wilt Chamberlain num awards 6. Wilt Chamberlain domain athletes.","Wilt Chamberlain Basketball Center Golden State Warriors, Philadelphia Warriors 1959 216 6",inform,Wilt Chamberlain was a 216 cm tall basketball player for the Golden State Warriors and Philadelphia Warriors who started in 1959 and won 6 awards.,1,7,0.01291368456,77.43723297,8.64060974,0.8723436,inform,match_scores,(X (X) (X) (X) (X) (X) (X) (X)),1,25
699,"Fredy Montero sport association football. Fredy Montero start time 2005. Fredy Montero num awards 0. Fredy Montero date of birth July 26, 1987. Fredy Montero place of birth Campo de la Cruz. Fredy Montero rating okay. Fredy Montero domain athletes.","Fredy Montero Association Football 2005 0 July 26, 1987 Campo De La Cruz Okay",inform," Fredy Montero is an okay rated association football player, born on July 26, 1987 in Campo de la Cruz. He has not won any awards and has been playing since 2005.",1,7,0.02166900183,46.14887238,8.700223397,0.8326809,inform,match_scores,(X (X) (X) (X) (X) (X) (X) (X)),1,31
700,"Marta Xargay sport basketball. Marta Xargay sports teams CB Avenida, ZVVZ USK Prague. Marta Xargay height 180. Marta Xargay rating okay. Marta Xargay stats leader N/A. Marta Xargay start time 1996. Marta Xargay domain athletes.","Marta Xargay Basketball Cb Avenida, Zvvz Usk Prague 180 Okay N/A 1996",inform,Marta Xargay is an okay rated basketball player who is 180 cm tall. She has been playing for CB Avenida and ZVVZ USK Prague since 1996.,1,7,0.004166358335,240.0177612,3.514847831,0.8492579,inform,match_scores_PPL,(X (X) (X) (X) (X) (X) (X) (X)),1,26
701,"Cristiano Ronaldo sport association football. Cristiano Ronaldo rating excellent. Cristiano Ronaldo date of birth February 5, 1985. Cristiano Ronaldo place of birth Funchal. Cristiano Ronaldo height 189. Cristiano Ronaldo team positions forward. Cristiano Ronaldo domain athletes.","Cristiano Ronaldo Association Football Excellent February 5, 1985 Funchal 189 Forward",inform," Cristiano Ronaldo is an excellent association football player, born on February 5, 1985 in Funchal. He stands at 189 cm tall and plays as a forward.",1,7,0.02507771975,39.87603378,9.931954732,0.8455813,inform,match_scores,(X (X) (X) (X) (X) (X) (X) (X)),1,26
702,John Kirwan sport rugby union. John Kirwan height 191. John Kirwan num awards 3. John Kirwan stats leader N/A. John Kirwan awards Member of the Order of the British Empire. John Kirwan place of birth Auckland. John Kirwan domain athletes.,John Kirwan Rugby Union 191 3 N/A Member Of The Order Of The British Empire Auckland,inform,John Kirwan is a 191 cm tall rugby union player from Auckland who has been awarded the Member of the Order of the British Empire and 3 other awards.,1,7,0.02125892192,47.03907394,4.300662554,0.85326034,inform,match_scores,(X (X) (X) (X) (X) (X) (X) (X)),1,29
703,"Paul Pogba sport association football. Paul Pogba place of birth Lagny-sur-Marne. Paul Pogba height 191. Paul Pogba date of birth March 15, 1993. Paul Pogba stats leader match 51 of 2014 FIFA World Cup. Paul Pogba rating okay. Paul Pogba domain athletes.","Paul Pogba Association Football Lagny-Sur-Marne 191 March 15, 1993 Match 51 Of 2014 Fifa World Cup Okay",inform," Paul Pogba is an okay rated association football player from Lagny-sur-Marne, who stands at 191 cm tall and was born on March 15, 1993. He was the stats leader for match 51 of the 2014 FIFA World Cup.",1,7,0.01480972779,67.52318573,7.999424336,0.87942576,inform,match_scores,(X (X) (X) (X) (X) (X) (X) (X)),1,38
