,Unnamed: 0.1,Unnamed: 0,index,mr_new,pseudo_mr,da,text,num_hops,num_triples,shape,LM_prob,PPL,pseudo_bleu,scores,pred,criteria
198,1988,1988,198,Stade Rochelais sport rugby union. USA Perpignan sport rugby union. Rémi Tales member of sports team Stade Rochelais. Stade Rochelais league Top 14. Top 14 sport rugby union.,Stade Rochelais rugby union USA Perpignan Rémi Tales Top 14 rugby union,inform,"
Stade Rochelais and USA Perpignan are rugby union teams that play in the Top 14 league. Rémi Tales is a member of Stade Rochelais.",1,5,(X (X) (X (X)) (X (X))),0.01778317703,56.2329216,6.460362622,0.8386856,inform,match_scores
199,1994,1994,199,A.C. Milan rating excellent. Roberto Baggio member of sports team A.C. Milan. Roberto Baggio member of sports team Brescia Calcio.,excellent A.C. Milan Roberto Baggio Brescia Calcio,give_opinion," A.C. Milan is an excellent sports team, and Roberto Baggio's contribution to both A.C. Milan and Brescia Calcio shows his immense talent.",1,3,(X (X (X) (X))),0.02990307259,33.44137955,14.23412184,0.8428693,give_opinion,match_scores
200,2005,2005,200,Baylor Bears football sport American football. Houston Oilers sport American football. Keith Bishop member of sports team Baylor Bears football. Jonathan Evans member of sports team Baylor Bears football. Mike Nelms member of sports team Baylor Bears football. Detroit Lions sport American football. St. Louis Cardinals sport American football.,Baylor Bears football American football Houston Oilers Keith Bishop Jonathan Evans Mike Nelms Detroit Lions St. Louis Cardinals,inform,"
Baylor Bears football is an American football team with members Keith Bishop, Jonathan Evans and Mike Nelms. Houston Oilers, Detroit Lions and St. Louis Cardinals are also American football teams.",1,7,(X (X) (X) (X) (X (X) (X) (X))),0.02626364696,38.07544327,14.94562789,0.9161021,inform,match_scores
201,2017,2017,201,Manchester United F.C. head coach Erik ten Hag. Erik ten Hag member of sports team RKC Waalwijk. Dion Dublin member of sports team Manchester United F.C.. Manchester United F.C. sport association football. Manchester United F.C. home venue Old Trafford. Old Trafford sport association football. Erik ten Hag member of sports team De Graafschap.,Manchester United F.C. Erik ten Hag RKC Waalwijk Dion Dublin association football Old Trafford association football De Graafschap,inform,"

Manchester United F.C. is an association football team with Erik ten Hag as head coach. They play their home matches at Old Trafford, where Erik ten Hag was also a member of De Graafschap and RKC Waalwijk. Dion Dublin is a member of Manchester United F.C.",1,7,(X (X) (X) (X (X)) (X (X) (X))),0.01901555423,52.58852768,14.29708868,0.86252934,inform,match_scores
202,2029,2029,202,Cuauhtémoc Blanco member of sports team Dorados de Sinaloa. Cuauhtémoc Blanco member of sports team Club América. Ismael Valadéz member of sports team Dorados de Sinaloa. Dorados de Sinaloa sport association football. Adrián Aldrete member of sports team Dorados de Sinaloa. Adrián Aldrete member of sports team Dorados de Sinaloa. Cuauhtémoc Blanco member of sports team Lobos de la BUAP.,Dorados de Sinaloa Cuauhtémoc Blanco Club América Ismael Valadéz association football Adrián Aldrete Adrián Aldrete Lobos de la BUAP,inform," Cuauhtémoc Blanco is a member of the Dorados de Sinaloa, Club América, and Lobos de la BUAP association football teams. Ismael Valadéz and Adrián Aldrete are members of the Dorados de Sinaloa.",1,7,(X (X) (X) (X) (X) (X (X) (X))),0.02306315843,43.35919571,13.78166514,0.9087034,inform,match_scores
203,2035,2035,203,FC Barcelona home venue Palau Blaugrana. Palau Blaugrana sport basketball. Paulinho member of sports team FC Barcelona. Javier Balboa member of sports team FC Barcelona. Paulinho member of sports team FC Barcelona. Palau Blaugrana sport handball.,FC Barcelona Palau Blaugrana basketball Paulinho Javier Balboa Paulinho handball,inform," FC Barcelona, based at Palau Blaugrana, is a team that competes in basketball and handball, with players such as Paulinho and Javier Balboa.",1,6,(X (X) (X) (X) (X (X) (X))),0.0270732697,36.93680191,5.320425345,0.85893136,inform,match_scores
204,2041,2041,204,Tottenham Hotspur F.C. head coach Ange Postecoglou. Ange Postecoglou member of sports team Western Suburbs SC. Paulinho member of sports team Tottenham Hotspur F.C.. Paulinho member of sports team Tottenham Hotspur F.C.. Ange Postecoglou sport association football.,Tottenham Hotspur F.C. Ange Postecoglou Western Suburbs SC Paulinho Paulinho association football,inform," Tottenham Hotspur F.C. is an association football team with head coach Ange Postecoglou, a member of Western Suburbs SC, and Paulinho, a member of Tottenham Hotspur F.C.",1,5,(X (X) (X) (X (X) (X))),0.04891921334,20.44186592,19.12161636,0.849833,inform,match_scores
205,2057,2057,205,Thibaut Courtois member of sports team Real Madrid CF. Thibaut Courtois member of sports team Atlético Madrid. Real Madrid CF head coach Carlo Ancelotti. Carlo Ancelotti member of sports team A.C. Milan.,Real Madrid CF Thibaut Courtois Atlético Madrid Carlo Ancelotti A.C. Milan,inform," Thibaut Courtois is a member of both Real Madrid CF and Atlético Madrid. Real Madrid CF has Carlo Ancelotti as its head coach, who is a member of A.C. Milan.",1,4,(X (X (X)) (X (X))),0.07155701767,13.97486973,16.34083642,0.9002649,inform,match_scores
206,2068,2068,206,Fernando Guerrero member of sports team Independiente del Valle. Fernando Guerrero member of sports team Real Madrid Castilla. Independiente del Valle home venue Estadio Rumiñahui. Estadio Rumiñahui sport association football.,Independiente del Valle Fernando Guerrero Real Madrid Castilla Estadio Rumiñahui association football,inform," Fernando Guerrero is a member of both Independiente del Valle, an association football team based in Estadio Rumiñahui, and Real Madrid Castilla.",1,4,(X (X (X)) (X (X))),0.0184281442,54.26482391,12.89716867,0.94653887,inform,match_scores
207,2071,2071,207,AFC Ajax rating excellent. John Heitinga member of sports team AFC Ajax. John Heitinga sport association football.,excellent AFC Ajax John Heitinga association football,give_opinion,"
John Heitinga is an excellent member of the AFC Ajax association football team.",1,3,(X (X (X) (X))),0.007357906769,135.9082184,10.22400368,0.92583114,give_opinion,match_scores_PPL
208,2085,2085,208,FC Halifax Town head coach Neil Aspin. Neil Aspin member of sports team Port Vale F.C.. FC Halifax Town sport association football. Neil Aspin member of sports team Darlington F.C..,FC Halifax Town Neil Aspin Port Vale F.C. association football Darlington F.C.,inform,"
FC Halifax Town is an association football team coached by Neil Aspin, who was also a member of Port Vale F.C. and Darlington F.C.",1,4,(X (X) (X (X) (X))),0.02190692648,45.64766312,33.3663897,0.9243681,inform,match_scores
209,2095,2095,209,Inverness Caledonian Thistle F.C. rating good. Craig Brewster member of sports team Inverness Caledonian Thistle F.C.. Craig Brewster member of sports team Hibernian F.C..,good Inverness Caledonian Thistle F.C. Craig Brewster Hibernian F.C.,verify_attribute,You said you like Inverness Caledonian Thistle F.C. with Craig Brewster. Is that also true for Hibernian F.C. where Craig Brewster plays?,1,3,(X (X (X) (X))),0.02495092745,40.0786705,32.55968747,0.87340397,verify_attribute,match_scores
210,2105,2105,210,René Tretschok member of sports team Borussia Dortmund. René Tretschok league DDR-Oberliga. René Tretschok member of sports team SV Babelsberg 03.,Borussia Dortmund René Tretschok DDR-Oberliga SV Babelsberg 03,inform," René Tretschok was a member of Borussia Dortmund, playing in the DDR-Oberliga, as well as SV Babelsberg 03.",1,3,(X (X (X) (X))),0.00904910773,110.5081329,10.27332782,0.9512443,inform,match_scores
211,2118,2118,211,Servette FC head coach Alain Geiger. Alain Geiger member of sports team Servette FC. Mario Cantaluppi member of sports team Servette FC. Alain Gaspoz member of sports team Servette FC. Alain Geiger member of sports team Neuchâtel Xamax.,Servette FC Alain Geiger Servette FC Mario Cantaluppi Alain Gaspoz Neuchâtel Xamax,inform," Alain Geiger is the head coach of Servette FC and a member of both Servette FC and Neuchâtel Xamax, while Mario Cantaluppi and Alain Gaspoz are members of Servette FC.",1,5,(X (X) (X) (X (X) (X))),0.01897068902,52.71289825,5.682676012,0.928208,inform,match_scores
212,2124,2124,212,FC Bayern Munich head coach Thomas Tuchel. Thomas Tuchel sport association football. FC Bayern Munich rating excellent. Jonas Hummels member of sports team FC Bayern Munich.,FC Bayern Munich Thomas Tuchel association football excellent Jonas Hummels,inform,"
FC Bayern Munich is an excellent association football team coached by Thomas Tuchel, with Jonas Hummels as a member.",1,4,(X (X) (X) (X (X))),0.01637304745,61.07598495,11.48592968,0.9354163,inform,match_scores
213,2137,2137,213,Independiente del Valle rating okay. Wellington Sánchez member of sports team Independiente del Valle. Independiente del Valle head coach Martín Anselmi.,okay Independiente del Valle Wellington Sánchez Martín Anselmi,verify_attribute,You said Independiente del Valle was just okay. Is that your opinion of teams with Wellington Sánchez and Martín Anselmi?,1,3,(X (X) (X (X))),0.009085495447,110.0655441,9.770653288,0.8888559,verify_attribute,match_scores
214,2148,2148,214,Manchester City F.C. league Premier League. Premier League sport association football. Manchester City F.C. head coach Pep Guardiola. Pep Guardiola member of sports team FC Barcelona.,Manchester City F.C. Premier League association football Pep Guardiola FC Barcelona,inform," Manchester City F.C. is an association football Premier League team coached by Pep Guardiola, formerly of FC Barcelona.",1,4,(X (X (X)) (X (X))),0.01765067772,56.65504837,29.04276736,0.9517594,inform,match_scores
215,2156,2156,215,S.S.C. Napoli head coach Rudi Garcia. Rudi Garcia sport association football. Felice Borel member of sports team S.S.C. Napoli. David Ospina member of sports team S.S.C. Napoli. Felice Borel member of sports team S.S.C. Napoli. Felice Borel member of sports team Juventus F.C..,S.S.C. Napoli Rudi Garcia association football Felice Borel David Ospina Felice Borel Juventus F.C.,inform,"

S.S.C. Napoli is an association football team coached by Rudi Garcia, with players Felice Borel and David Ospina. Felice Borel also plays for Juventus F.C.",1,6,(X (X) (X) (X (X)) (X (X))),0.01947997856,51.33475876,33.5070408,0.9422581,inform,match_scores
216,2162,2162,216,Viborg FF home venue Evergi Viborg Arena. Evergi Viborg Arena sport association football. Eldin Karišik member of sports team Viborg FF. Alexander Juel Andersen member of sports team Viborg FF. Jeppe Curth member of sports team Viborg FF.,Viborg FF Evergi Viborg Arena association football Eldin Karišik Alexander Juel Andersen Jeppe Curth,inform,"
Viborg FF is an association football team with home venue at Evergi Viborg Arena and members Eldin Karišik, Alexander Juel Andersen and Jeppe Curth.",1,5,(X (X) (X) (X) (X (X))),0.002659524605,376.0070496,13.29203258,0.9514048,inform,match_scores
217,2171,2171,217,Rangers F.C. head coach Michael Beale. Michael Beale sport association football. Shane Ferguson member of sports team Rangers F.C.. Phil Bardsley member of sports team Rangers F.C..,Rangers F.C. Michael Beale association football Shane Ferguson Phil Bardsley,inform," Rangers F.C. is an association football team coached by Michael Beale, with Shane Ferguson and Phil Bardsley as members.",1,4,(X (X) (X) (X (X))),0.01105743281,90.43690491,22.24082455,0.9367427,inform,match_scores
218,2189,2189,218,Fernando Guerrero member of sports team Independiente del Valle. Fernando Guerrero sport association football. Giovanny Espinoza member of sports team Independiente del Valle.,Independiente del Valle Fernando Guerrero association football Giovanny Espinoza,inform,"
Fernando Guerrero and Giovanny Espinoza are members of the association football team Independiente del Valle.",1,3,(X (X) (X (X))),0.02479944533,40.32348251,15.06520245,0.95472187,inform,match_scores_PPL
219,2191,2191,219,Paris Saint-Germain FC rating excellent. Georginio Wijnaldum member of sports team Paris Saint-Germain FC.,excellent Paris Saint-Germain FC Georginio Wijnaldum,verify_attribute,You seem to be a big fan of Paris Saint-Germain FC with Georginio Wijnaldum. Is that the case for other teams he's part of?,1,2,(X (X (X))),0.06363454028,15.71473598,6.761642533,0.8272689,verify_attribute,match_scores
220,2203,2203,220,Chelsea F.C. head coach Mauricio Pochettino. Mauricio Pochettino member of sports team Argentina national under-20 football team. Steve Sidwell member of sports team Chelsea F.C.. Demba Ba member of sports team Chelsea F.C.. Gonzalo Higuaín member of sports team Chelsea F.C.. Thibaut Courtois member of sports team Chelsea F.C..,Chelsea F.C. Mauricio Pochettino Argentina national under-20 football team Steve Sidwell Demba Ba Gonzalo Higuaín Thibaut Courtois,inform,"
Chelsea F.C. is a football team coached by Mauricio Pochettino, member of the Argentina national under-20 football team. Its players include Steve Sidwell, Demba Ba, Gonzalo Higuaín, and Thibaut Courtois.",1,6,(X (X) (X) (X) (X) (X (X))),0.07110467844,14.0637722,23.71144605,0.9339634,inform,match_scores
221,2214,2214,221,A.S. Roma home venue Stadio Olimpico. Stadio Olimpico sport association football. Nemanja Matić member of sports team A.S. Roma. Alberto Bertuccelli member of sports team A.S. Roma. Romeo Benetti member of sports team A.S. Roma. Nemanja Matić member of sports team A.S. Roma. Fábio Simplício member of sports team A.S. Roma.,A.S. Roma Stadio Olimpico association football Nemanja Matić Alberto Bertuccelli Romeo Benetti Nemanja Matić Fábio Simplício,inform," A.S. Roma is an association football team that plays out of the Stadio Olimpico. Its members include Nemanja Matić, Alberto Bertuccelli, Romeo Benetti, Nemanja Matić and Fábio Simplício.",1,7,(X (X) (X) (X) (X) (X) (X (X))),0.03176941771,31.47681236,17.25772458,0.9480895,inform,match_scores
222,2224,2224,222,FC Bayern Munich head coach Thomas Tuchel. Thomas Tuchel sport association football. FC Bayern Munich rating excellent. Hans Nowak member of sports team FC Bayern Munich. Robert Grosser member of sports team FC Bayern Munich. Jürgen Röber member of sports team FC Bayern Munich. Thomas Tuchel member of sports team SSV Ulm 1846.,FC Bayern Munich Thomas Tuchel association football excellent Hans Nowak Robert Grosser Jürgen Röber SSV Ulm 1846,inform,"
FC Bayern Munich is an excellent association football team, coached by Thomas Tuchel, with players Hans Nowak, Robert Grosser, and Jürgen Röber. Tuchel is also a member of SSV Ulm 1846.",1,7,(X (X) (X) (X) (X) (X (X) (X))),0.0150870615,66.28195953,9.911971877,0.9010868,inform,match_scores
223,2239,2239,223,Maryland Terrapins football sport American football. Baltimore Colts sport American football. Chuck Faucette member of sports team Maryland Terrapins football. Houston Oilers sport American football.,Maryland Terrapins football American football Baltimore Colts Chuck Faucette Houston Oilers,inform,"

Maryland Terrapins football is an American football team, whose member Chuck Faucette also played for the Baltimore Colts and Houston Oilers.",1,4,(X (X) (X (X) (X))),0.01937174117,51.62158585,11.16293853,0.9231392,inform,match_scores
224,2248,2248,224,Herbert Chapman member of sports team Tottenham Hotspur F.C.. Herbert Chapman member of sports team Notts County F.C.. Benoît Assou-Ekotto member of sports team Tottenham Hotspur F.C.. Tottenham Hotspur F.C. home venue Tottenham Hotspur Stadium. Tottenham Hotspur Stadium sport association football. Herbert Chapman member of sports team Northampton Town F.C..,Tottenham Hotspur F.C. Herbert Chapman Notts County F.C. Benoît Assou-Ekotto Tottenham Hotspur Stadium association football Northampton Town F.C.,inform," Herbert Chapman was a member of sports teams Tottenham Hotspur F.C., Notts County F.C., and Northampton Town F.C. Benoît Assou-Ekotto is a member of Tottenham Hotspur F.C., which plays in the Tottenham Hotspur Stadium for association football.",1,6,(X (X) (X (X)) (X (X) (X))),0.06094756274,16.407547,33.96736847,0.9511227,inform,match_scores
225,2257,2257,225,José Mourinho member of sports team Rio Ave F.C.. A.S. Roma head coach José Mourinho. Nélson Oliveira member of sports team Rio Ave F.C.. Miguel Lopes member of sports team Rio Ave F.C.. Fernando Livramento member of sports team Rio Ave F.C.. José Mourinho member of sports team Comércio e Indústria. José Mourinho member of sports team C.F. Os Belenenses.,Rio Ave F.C. José Mourinho A.S. Roma Nélson Oliveira Miguel Lopes Fernando Livramento Comércio e Indústria C.F. Os Belenenses,inform," José Mourinho is a member of the sports teams Rio Ave F.C., Comércio e Indústria, and C.F. Os Belenenses, and is currently the head coach of A.S. Roma. Other members of Rio Ave F.C. include Nélson Oliveira, Miguel Lopes, and Fernando Livramento.",1,7,(X (X) (X) (X) (X (X) (X) (X))),0.02588743906,38.62877274,25.59614386,0.8924464,inform,match
226,2268,2268,226,Bohemian F.C. head coach Keith Long. Keith Long member of sports team Bray Wanderers A.F.C.. Barry Murphy member of sports team Bohemian F.C.. Heremaia Ngata member of sports team Bohemian F.C.. Bohemian F.C. home venue Dalymount Park. Dalymount Park sport association football. Keith Long member of sports team Stoke City F.C..,Bohemian F.C. Keith Long Bray Wanderers A.F.C. Barry Murphy Heremaia Ngata Dalymount Park association football Stoke City F.C.,inform,"
Bohemian F.C. is an association football team based at Dalymount Park, coached by Keith Long. Keith Long is also a member of Bray Wanderers A.F.C. and Stoke City F.C., while Barry Murphy and Heremaia Ngata are members of Bohemian F.C.",1,7,(X (X) (X) (X (X)) (X (X) (X))),0.0295117243,33.8848381,31.15532928,0.913281,inform,match_scores
227,2277,2277,227,Mamelodi Sundowns F.C. head coach Pitso Mosimane. Pitso Mosimane member of sports team Al Sadd Sports Club. Xolani Mdaki member of sports team Mamelodi Sundowns F.C.. Simphiwe Dludlu member of sports team Mamelodi Sundowns F.C.. Katlego Mphela member of sports team Mamelodi Sundowns F.C.. Andile Dlamini member of sports team Mamelodi Sundowns F.C.. Pitso Mosimane member of sports team Ionikos Nikaia.,Mamelodi Sundowns F.C. Pitso Mosimane Al Sadd Sports Club Xolani Mdaki Simphiwe Dludlu Katlego Mphela Andile Dlamini Ionikos Nikaia,inform,"
Mamelodi Sundowns F.C. is a sports team coached by Pitso Mosimane. Its members include Xolani Mdaki, Simphiwe Dludlu, Katlego Mphela and Andile Dlamini. Pitso Mosimane is also a member of Al Sadd Sports Club and Ionikos Nikaia.",1,7,(X (X) (X) (X) (X) (X (X) (X))),0.006795071707,147.1654816,22.54614308,0.9375788,inform,match_scores
228,2284,2284,228,Herbert Chapman member of sports team Tottenham Hotspur F.C.. Herbert Chapman member of sports team Notts County F.C.. Benoît Assou-Ekotto member of sports team Tottenham Hotspur F.C.. Herbert Chapman member of sports team Stalybridge Rovers F.C..,Tottenham Hotspur F.C. Herbert Chapman Notts County F.C. Benoît Assou-Ekotto Stalybridge Rovers F.C.,inform," Herbert Chapman was a member of Tottenham Hotspur F.C., Notts County F.C., and Stalybridge Rovers F.C., while Benoît Assou-Ekotto is a member of Tottenham Hotspur F.C.",1,4,(X (X) (X (X) (X))),0.07708959036,12.97192001,35.90466066,0.9322138,suggest,all_scores
229,2295,2295,229,Borussia Dortmund rating excellent. Thomas Hengen member of sports team Borussia Dortmund.,excellent Borussia Dortmund Thomas Hengen,verify_attribute,You seem to be a big fan of Borussia Dortmund with Thomas Hengen as a member. Do you usually like teams with Thomas Hengen in them?,1,2,(X (X (X))),0.0266143471,37.57371902,3.776949795,0.78837603,verify_attribute,match_scores
230,2307,2307,230,FC Barcelona home venue Ciutat Esportiva Joan Gamper. Ciutat Esportiva Joan Gamper inception 2005. Marc Overmars member of sports team FC Barcelona. Andreu Fontàs member of sports team FC Barcelona. Mohamed Zidan member of sports team FC Barcelona. FC Barcelona Juvenil A home venue Ciutat Esportiva Joan Gamper. FC Barcelona B home venue Ciutat Esportiva Joan Gamper.,FC Barcelona Ciutat Esportiva Joan Gamper 2005 Marc Overmars Andreu Fontàs Mohamed Zidan FC Barcelona Juvenil A FC Barcelona B,inform," FC Barcelona is a sports team with members such as Marc Overmars, Andreu Fontàs, and Mohamed Zidan. It has two branch teams, FC Barcelona Juvenil A and FC Barcelona B, and its home venue is Ciutat Esportiva Joan Gamper, which was established in 2005.",1,7,(X (X) (X) (X) (X (X) (X) (X))),0.0188469338,53.05902863,14.14355019,0.90648896,inform,match_scores
231,2312,2312,231,Krunoslav Lovrek member of sports team Cerezo Osaka. Krunoslav Lovrek member of sports team Sydney FC. Krunoslav Lovrek member of sports team Lierse S.K..,Cerezo Osaka Krunoslav Lovrek Sydney FC Lierse S.K.,inform," Krunoslav Lovrek is a member of the sports teams Cerezo Osaka, Sydney FC and Lierse S.K.",1,3,(X (X (X) (X))),0.004803179292,208.1954346,25.10638811,0.91812974,suggest,all_scores_PPL
232,2326,2326,232,Jürgen Röber member of sports team Nottingham Forest F.C.. Jürgen Röber member of sports team Bayer 04 Leverkusen. Nottingham Forest F.C. head coach Steve Cooper. Steve Cooper sport association football.,Nottingham Forest F.C. Jürgen Röber Bayer 04 Leverkusen Steve Cooper association football,inform," Jürgen Röber is a member of the association football teams Nottingham Forest F.C. and Bayer 04 Leverkusen, whose head coach is Steve Cooper.",1,4,(X (X (X)) (X (X))),0.02185744236,45.75100708,26.0127844,0.9163298,inform,match_scores
233,2336,2336,233,Wrexham A.F.C. rating good. John Cofie member of sports team Wrexham A.F.C.. Wrexham A.F.C. home venue Racecourse Ground.,good Wrexham A.F.C. John Cofie Racecourse Ground,verify_attribute,You have a good opinion of Wrexham A.F.C. and their home venue Racecourse Ground with John Cofie playing. Do you usually like teams when they have players like John Cofie?,1,3,(X (X) (X (X))),0.01278826577,78.19668579,18.65574129,0.77980536,verify_attribute,match_scores
234,2341,2341,234,Real Madrid CF head coach Carlo Ancelotti. Carlo Ancelotti member of sports team Parma Calcio 1913. Royston Drenthe member of sports team Real Madrid CF. Oscar Más member of sports team Real Madrid CF. Oscar Más member of sports team Real Madrid CF. Carlo Ancelotti member of sports team Italy national under-21 football team. Carlo Ancelotti sport association football.,Real Madrid CF Carlo Ancelotti Parma Calcio 1913 Royston Drenthe Oscar Más Oscar Más Italy national under-21 football team association football,inform,"
Carlo Ancelotti is an association football coach who has been a member of Parma Calcio 1913, the Italy national under-21 football team, and Real Madrid CF, where he coaches current players Royston Drenthe and Oscar Más.",1,7,(X (X) (X) (X) (X (X) (X) (X))),0.02282163727,43.81806564,17.95586088,0.8878305,inform,match_scores
235,2357,2357,235,A.C. Milan head coach Stefano Pioli. Stefano Pioli member of sports team Juventus F.C.. Fabrizio Ferron member of sports team A.C. Milan. Roberto Baggio member of sports team A.C. Milan. Fabrizio Ferron member of sports team A.C. Milan.,A.C. Milan Stefano Pioli Juventus F.C. Fabrizio Ferron Roberto Baggio Fabrizio Ferron,inform,"
A.C. Milan is a sports team coached by Stefano Pioli, who was previously a member of Juventus F.C. Its players include Roberto Baggio and Fabrizio Ferron.",1,5,(X (X) (X) (X) (X (X))),0.03946591303,25.33832169,24.82017533,0.83577436,inform,match_scores
236,2363,2363,236,Barcelona S.C. rating good. Aldo Duscher member of sports team Barcelona S.C..,good Barcelona S.C. Aldo Duscher,give_opinion,"
Barcelona S.C. is a good sports team with a great player like Aldo Duscher.",1,2,(X (X (X))),0.01880944232,53.16478729,23.90945316,0.8227365,give_opinion,match_scores
237,2370,2370,237,Katsuya Nomura member of sports team Hanshin Tigers. Katsuya Nomura sport baseball. Hanshin Tigers head coach Akinobu Okada. Akinobu Okada sport baseball.,Hanshin Tigers Katsuya Nomura baseball Akinobu Okada baseball,inform," Katsuya Nomura is a member of the Hanshin Tigers, a baseball team coached by Akinobu Okada, who also plays baseball.",1,4,(X (X (X)) (X (X))),0.04044816013,24.72300339,6.129574979,0.9078257,inform,match_scores
238,2380,2380,238,Mamelodi Sundowns F.C. rating good. Mamelodi Sundowns F.C. league South African Premier Division. Katlego Mphela member of sports team Mamelodi Sundowns F.C..,good Mamelodi Sundowns F.C. South African Premier Division Katlego Mphela,verify_attribute,You said you like Mamelodi Sundowns F.C. with Katlego Mphela in the South African Premier Division. Is that the case for all teams in the league?,1,3,(X (X) (X (X))),0.009752627671,102.5364685,24.20466102,0.86487675,verify_attribute,match_scores
239,2394,2394,239,José Mourinho member of sports team Rio Ave F.C.. José Mourinho member of sports team C.F. Os Belenenses. Fernando Livramento member of sports team Rio Ave F.C.. Faustino Alonso member of sports team Rio Ave F.C.. José Mourinho sport association football. José Mourinho member of sports team Comércio e Indústria.,Rio Ave F.C. José Mourinho C.F. Os Belenenses Fernando Livramento Faustino Alonso association football Comércio e Indústria,inform," José Mourinho is an association football player who is a member of Rio Ave F.C., C.F. Os Belenenses, and Comércio e Indústria. He is joined in Rio Ave F.C. by Fernando Livramento and Faustino Alonso.",1,6,(X (X) (X) (X (X) (X) (X))),0.01646221404,60.74517059,25.54071403,0.92584264,inform,match_scores
240,2403,2403,240,Stade Rochelais rating okay. Stade Rochelais home venue Stade Marcel-Deflandre.,okay Stade Rochelais Stade Marcel-Deflandre,verify_attribute,You said Stade Rochelais at the Stade Marcel-Deflandre was just okay. Is that your opinion of other teams that play there?,1,2,(X (X (X))),0.007912510353,126.3821411,4.924674734,0.8574046,verify_attribute,match_scores
241,2419,2419,241,Maryland Terrapins football sport American football. St. Louis Cardinals sport American football. Frank Navarro member of sports team Maryland Terrapins football. Frank Navarro member of sports team Maryland Terrapins football. Atlanta Falcons sport American football. Atlanta Falcons sport American football.,Maryland Terrapins football American football St. Louis Cardinals Frank Navarro Frank Navarro Atlanta Falcons Atlanta Falcons,inform,"
Maryland Terrapins football and St. Louis Cardinals are American football teams, with Frank Navarro as a member of both. Atlanta Falcons is another American football team.",1,6,(X (X) (X) (X (X) (X) (X))),0.02399715415,41.67160797,14.75802992,0.8526107,inform,match_scores
242,2425,2425,242,Golden State Warriors head coach Steve Kerr. Steve Kerr member of sports team Cleveland Cavaliers. Tim Legler member of sports team Golden State Warriors. Joe Ellis member of sports team Golden State Warriors. Tim Legler member of sports team Golden State Warriors.,Golden State Warriors Steve Kerr Cleveland Cavaliers Tim Legler Joe Ellis Tim Legler,inform,"
The Golden State Warriors are coached by Steve Kerr and have members Joe Ellis and Tim Legler, who also played for the Cleveland Cavaliers.",1,5,(X (X) (X) (X) (X (X))),0.03733847695,26.78202438,9.792991473,0.8743668,inform,match_scores
243,2434,2434,243,Dorados de Sinaloa home venue Estadio Carlos González. Estadio Carlos González sport association football. Juan Manuel Pérez Bernal member of sports team Dorados de Sinaloa. Sebastián Abreu member of sports team Dorados de Sinaloa. Sebastián Abreu member of sports team Dorados de Sinaloa. Renato Rivera member of sports team Dorados de Sinaloa. Sebastián Abreu member of sports team Dorados de Sinaloa.,Dorados de Sinaloa Estadio Carlos González association football Juan Manuel Pérez Bernal Sebastián Abreu Sebastián Abreu Renato Rivera Sebastián Abreu,inform," Dorados de Sinaloa is an association football team based in Estadio Carlos González. Its members include Juan Manuel Pérez Bernal, Sebastián Abreu, Renato Rivera, and Sebastián Abreu.",1,7,(X (X) (X) (X) (X) (X) (X (X))),0.03825511529,26.14029503,17.40498143,0.9544595,inform,match_scores
244,2446,2446,244,FC Metalist Kharkiv head coach Oleh Ratiy. Oleh Ratiy sport association football.,FC Metalist Kharkiv Oleh Ratiy association football,inform,"
FC Metalist Kharkiv is an association football team coached by Oleh Ratiy.",1,2,(X (X (X))),0.003555970727,281.2171631,16.90062199,0.94517726,inform,match_scores_PPL
245,2455,2455,245,A.C. ChievoVerona head coach Marco Zaffaroni. Marco Zaffaroni sport association football. Nicola Ciccolo member of sports team A.C. ChievoVerona. Fabio Cinetti member of sports team A.C. ChievoVerona. Alessandro Cesaretti member of sports team A.C. ChievoVerona. Marco Zaffaroni member of sports team Taranto Sport.,A.C. ChievoVerona Marco Zaffaroni association football Nicola Ciccolo Fabio Cinetti Alessandro Cesaretti Taranto Sport,inform," A.C. ChievoVerona is an association football team coached by Marco Zaffaroni, with players Nicola Ciccolo, Fabio Cinetti, and Alessandro Cesaretti. Marco Zaffaroni is also a member of the Taranto Sport team.",1,6,(X (X) (X) (X) (X (X) (X))),0.01857132615,53.84645081,15.07689589,0.9290185,inform,match_scores
246,2461,2461,246,Arsenal F.C. home venue Emirates Stadium. Emirates Stadium sport association football. Arsenal F.C. head coach Mikel Arteta. Mikel Arteta member of sports team Spain national under-21 association football team. Arsenal F.C. head coach Mikel Arteta. Mikel Arteta member of sports team Rangers F.C..,Arsenal F.C. Emirates Stadium association football Mikel Arteta Spain national under-21 association football team Mikel Arteta Rangers F.C.,inform,"
Arsenal F.C. is an association football team based at the Emirates Stadium, coached by Mikel Arteta who was a member of the Spain national under-21 association football team and Rangers F.C.",1,6,(X (X (X)) (X (X)) (X (X))),0.04023413842,24.85451508,34.34165409,0.92439187,inform,match_scores
247,2472,2472,247,Paris Saint-Germain FC rating excellent. Paris Saint-Germain FC sport boxing. Paris Saint-Germain FC sport rugby league.,excellent Paris Saint-Germain FC boxing rugby league,verify_attribute,You seem to have an excellent opinion of Paris Saint-Germain FC. Do you usually like teams that compete in boxing and rugby league?,1,3,(X (X) (X (X))),0.02872581782,34.81188965,7.668702375,0.840065,verify_attribute,match_scores
